id	target_txt	prediction
ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleiten die gefängnisinsassen gemeinsam
ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	du kommst von oben rein ich habe die tür auf gelassen
ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	der unescoausschuss tagt noch bis zum samstag
ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	seit vier jahren hat mona vetsch einen schrebergarten
ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im wallis gibt es ein paar höhere wolkenlücken
ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	sie arbeitet sehr hart für ihr täglich brot
ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ab mittwoch ist die wetterlage noch etwas unklar
ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	gefeit darf einmal zu einer feiertage dauernd hervor
ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	schweizer stil mit schnitzereien am dachbalken
ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochenende macht sich der frühling bemerkbar
ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches problem sind die speziesunterschiede
ch_gr_0950.wav	die erde gilt als der blaue planet	die erde gilt als der blaue planet
ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich bringe dir wein und kuchen mach auf
ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich streite mich ohnehin ungern mit zwergen
ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	es zog auch immer wieder viel prominenz an
ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er hat uns das haus in groben zügen skizziert
ch_gr_0980.wav	der prozess dauerte mehrere tage	der prozess dauerte mehrere tage
ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	du schmeisst mir doch nicht die tür zu oder
ch_be_2539.wav	alter freund du schläfst jetzt ein	alter freund du schläfst jetzt ein
ch_zh_3308.wav	es bat um eine verlängerung der frist	es bat um eine verlängerung der frist
ch_vs_1173.wav	am morgen haben wir nebel über basel	am morgen haben wir nebel über basel
ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	es regnete ein bisschen auf den warmen asphalt
ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das mit den reifen war eine kindische racheaktion
