id	target_txt	prediction
1509  common_voice_sv-SE_18847705	Us or the competition.	What are you doing here now?
723  common_voice_sv-SE_19475976	I also have a dog.	What are you going to do?
1504  common_voice_sv-SE_18847696	Well they can’t manufacture anything.	What are you going to do now?
1103  common_voice_sv-SE_18858828	Have you experienced it before?	Yes, I don’t know what you will.
1202  common_voice_sv-SE_18797088	Am i getting this right?	What are you going to do?
419  common_voice_sv-SE_18762822	We have a guest speaker.	What are you going to do?
1559  common_voice_sv-SE_18858223	No, I have football practice.	I don’t want to start your brother.
1580  common_voice_sv-SE_18858782	I could have been dead now.	What are you going to do now?
1049  common_voice_sv-SE_18858730	Do you have a dog?	What are you going to do now?
1476  common_voice_sv-SE_18847642	I’ve been fired.	What are you going to do now?
1213  common_voice_sv-SE_18770429	I didn’t have a choice.	What are you going to do now?
703  common_voice_sv-SE_19758216	It was grandpas.	What are you going?
1593  common_voice_sv-SE_18858805	I hit a guy with a water can!	I don’t want to start your family.
1510  common_voice_sv-SE_18847708	It is up to you.	What are you doing?
1001  common_voice_sv-SE_18853079	Let’s order dessert.	What are you going to do now?
37  common_voice_sv-SE_19878008	But how do we find it?	What are you going?
606  common_voice_sv-SE_19354342	Thanks mother fucker	What are you doing?
938  common_voice_sv-SE_19932446	I’m bothering you.	What are you doing?
585  common_voice_sv-SE_19354301	What happened?	What are you going to do?
70  common_voice_sv-SE_19380483	Easy to hide.	What are you going?
948  common_voice_sv-SE_18852852	Like my mother.	What are you going to do?
1376  common_voice_sv-SE_20021360	And right then.	What are you going to do?
999  common_voice_sv-SE_18853077	But isn’t it easier now?	What are you going to do now?
8  common_voice_sv-SE_19130618	Take it down, now!	What are you going to do?
953  common_voice_sv-SE_18852857	What a night for you.	What are you doing here?
789  common_voice_sv-SE_19623825	We will solve it.	What are you doing?
969  common_voice_sv-SE_18852879	We have been together for seven years.	What are you going to do now?
1573  common_voice_sv-SE_18858770	No, you’re going home.	What are you doing here?
1592  common_voice_sv-SE_18858804	Let’s go look around.	What are you going to do now?
1316  common_voice_sv-SE_18775049	You should stay away!	What are you going to do now?
89  common_voice_sv-SE_18850261	We can not hear anything.	What are you doing?
1491  common_voice_sv-SE_18847657	Do you need a little help?	What are you going?
88  common_voice_sv-SE_18850260	There are two.	What are you doing here now?
1513  common_voice_sv-SE_18847711	Take your time.	What are you doing?
1549  common_voice_sv-SE_18851023	You have a mission to accomplish.	What are you going to do now?
1539  common_voice_sv-SE_18847870	Don’t talk crap!	What are you going to do?
1528  common_voice_sv-SE_18847854	Push the bastard!	What are you going?
1527  common_voice_sv-SE_18847853	And yourself?	Do you want to see?
1526  common_voice_sv-SE_18847852	Can I have his address?	What are you going to do?
591  common_voice_sv-SE_19354323	But that doesn’t matter.	What are you going to do?
1312  common_voice_sv-SE_18775044	It wasn’t possible.	How are you feeling now?
1157  common_voice_sv-SE_18780612	That is good!	What are you going?
1304  common_voice_sv-SE_18775036	But it is okay.	What are you doing here?
209  common_voice_sv-SE_18748672	Dig me up.	What are you going to do?
421  common_voice_sv-SE_18762824	Go to his classroom.	What are you going to do?
1109  common_voice_sv-SE_18746424	Me too.	What are you doing here?
1095  common_voice_sv-SE_18858819	I stole everything you own.	I don’t know what have you would never not here?
1201  common_voice_sv-SE_18797087	He is having a baby.	What are you doing here?
1094  common_voice_sv-SE_18858818	Yes, I probably will.	I don’t want you to stay anymore.
1072  common_voice_sv-SE_18858778	So what are you going to do after death?	The government will protent for them.
1062  common_voice_sv-SE_18858756	I made him call you.	I don’t want you to stay will be come.
1266  common_voice_sv-SE_18774998	Are you done?	What are you doing?
1221  common_voice_sv-SE_18770437	That was a lie.	What are you doing here?
892  common_voice_sv-SE_19589169	Can you believe it?	That’s not what?
213  common_voice_sv-SE_18748676	Apparently not.	What are you going to do now?
1015  common_voice_sv-SE_18854188	Another message.	What are you doing here?
59  common_voice_sv-SE_19071112	Come on, let's go!	What are you doing here now?
692  common_voice_sv-SE_19758160	Just ask nicely.	What are you going to do?
1485  common_voice_sv-SE_18847651	Should I turn on the TV for you?	What are you going to do now?
1252  common_voice_sv-SE_18774967	And it probably hurts you.	You don’t want to get up.
1430  common_voice_sv-SE_20021643	What now?	What are you doing?
385  common_voice_sv-SE_18736941	They’re just figs.	What are you doing here?
1163  common_voice_sv-SE_18780622	You are so crazy.	What are you doing?
1159  common_voice_sv-SE_18780616	Can you open it?	What are you doing here?
1246  common_voice_sv-SE_18770484	That is what I want.	What are you going to do now?
647  common_voice_sv-SE_18754023	It was nice.	It could be a what.
1141  common_voice_sv-SE_18746552	Where is the dude?	What are you going to do now?
1229  common_voice_sv-SE_18770445	But do it quickly.	What are you doing here?
1130  common_voice_sv-SE_18746513	I am sorry, okay?	What are you doing here?
1575  common_voice_sv-SE_18858772	Do you see how you’re talking to me?	What are you going to do now?
1260  common_voice_sv-SE_18774992	Dead or alive.	What are you going to do now, mom?
1195  common_voice_sv-SE_18780679	Why would they?	What are you going to do now?
1228  common_voice_sv-SE_18770444	I hope you understand.	What are you going to do now?
1127  common_voice_sv-SE_18746500	You were my best friend.	What are you going to do now?
1237  common_voice_sv-SE_18770459	I don’t like it.	What are you going to do now?
1220  common_voice_sv-SE_18770436	Nice and easy.	What are you doing here?
1293  common_voice_sv-SE_18775025	Your are welcome, dear.	What are you going to do now?
901  common_voice_sv-SE_19589178	We will fix that.	I want to go inside.
1315  common_voice_sv-SE_18775048	It looks like him.	What are you doing here?
1299  common_voice_sv-SE_18775031	Let me handle it.	What are you doing here?
1555  common_voice_sv-SE_18851029	Despite me calling.	What are you doing here?
993  common_voice_sv-SE_18853069	We can manage everything!	What are you going to do?
991  common_voice_sv-SE_18853067	Because I’m not thinking that either.	What are you going to do now, moright?
984  common_voice_sv-SE_18852934	Your little thing is a hit.	What are you going to do?
709  common_voice_sv-SE_19758226	What does she want?	What are you doing?
955  common_voice_sv-SE_18852859	This is how we do.	What are you doing here?
712  common_voice_sv-SE_19758269	We’ve dreamt something up.	What are you going to do now?
983  common_voice_sv-SE_18852933	It is my last meal.	I don’t want to say that worse.
