id	target_txt	prediction
1509  common_voice_sv-SE_18847705	Us or the competition.	You don’t need to insist.
723  common_voice_sv-SE_19475976	I also have a dog.	How much do I have to lose?
1504  common_voice_sv-SE_18847696	Well they can’t manufacture anything.	That I don’t know.
1103  common_voice_sv-SE_18858828	Have you experienced it before?	Yes, I want to know.
1202  common_voice_sv-SE_18797088	Am i getting this right?	Come on, let’s leave.
419  common_voice_sv-SE_18762822	We have a guest speaker.	I’m finished soon.
1559  common_voice_sv-SE_18858223	No, I have football practice.	Why don’t you check out backstay?
1580  common_voice_sv-SE_18858782	I could have been dead now.	Oh, there was a can to down.
1049  common_voice_sv-SE_18858730	Do you have a dog?	He was not to get them now.
1476  common_voice_sv-SE_18847642	I’ve been fired.	Why don’t you just take it?
1213  common_voice_sv-SE_18770429	I didn’t have a choice.	Do not leave us in the dark.
703  common_voice_sv-SE_19758216	It was grandpas.	It’s not fair!
1593  common_voice_sv-SE_18858805	I hit a guy with a water can!	The ground is too wet this year.
1510  common_voice_sv-SE_18847708	It is up to you.	Why don’t you just take it?
1001  common_voice_sv-SE_18853079	Let’s order dessert.	But there was an every problem.
37  common_voice_sv-SE_19878008	But how do we find it?	I am not a more thing.
606  common_voice_sv-SE_19354342	Thanks mother fucker	It’s not fair!
938  common_voice_sv-SE_19932446	I’m bothering you.	It’s not day.
585  common_voice_sv-SE_19354301	What happened?	Do you want to buy jeans?
70  common_voice_sv-SE_19380483	Easy to hide.	Do you want to try?
948  common_voice_sv-SE_18852852	Like my mother.	Follow me!
1376  common_voice_sv-SE_20021360	And right then.	We’re going to get you.
999  common_voice_sv-SE_18853077	But isn’t it easier now?	Oh no, they are already here.
8  common_voice_sv-SE_19130618	Take it down, now!	Can you get the phone?
953  common_voice_sv-SE_18852857	What a night for you.	What you are saying?
789  common_voice_sv-SE_19623825	We will solve it.	What’s not what?
969  common_voice_sv-SE_18852879	We have been together for seven years.	We have to open the gate.
1573  common_voice_sv-SE_18858770	No, you’re going home.	Come on, damn it!
1592  common_voice_sv-SE_18858804	Let’s go look around.	A photo of me in London!
1316  common_voice_sv-SE_18775049	You should stay away!	I will cook for you.
89  common_voice_sv-SE_18850261	We can not hear anything.	Why do you think here?
1491  common_voice_sv-SE_18847657	Do you need a little help?	Rambo in the more thing.
88  common_voice_sv-SE_18850260	There are two.	It will speak now!
1513  common_voice_sv-SE_18847711	Take your time.	You are disgusting.
1549  common_voice_sv-SE_18851023	You have a mission to accomplish.	He’s not as careful now.
1539  common_voice_sv-SE_18847870	Don’t talk crap!	Look at my arm.
1528  common_voice_sv-SE_18847854	Push the bastard!	Come on, damn it!
1527  common_voice_sv-SE_18847853	And yourself?	What do guys like?
1526  common_voice_sv-SE_18847852	Can I have his address?	Can I get weapons?
591  common_voice_sv-SE_19354323	But that doesn’t matter.	Don’t do it.
1312  common_voice_sv-SE_18775044	It wasn’t possible.	What do I want?
1157  common_voice_sv-SE_18780612	That is good!	Can I do not know.
1304  common_voice_sv-SE_18775036	But it is okay.	What do I write?
209  common_voice_sv-SE_18748672	Dig me up.	Go to help now.
421  common_voice_sv-SE_18762824	Go to his classroom.	Don’t fight it.
1109  common_voice_sv-SE_18746424	Me too.	Can I get weapon.
1095  common_voice_sv-SE_18858819	I stole everything you own.	Yes, we girls would really want that.
1201  common_voice_sv-SE_18797087	He is having a baby.	Come on, let’s leave.
1094  common_voice_sv-SE_18858818	Yes, I probably will.	You can winch one work.
1072  common_voice_sv-SE_18858778	So what are you going to do after death?	The government who beat our chouse.
1062  common_voice_sv-SE_18858756	I made him call you.	I do not think that it is very good.
1266  common_voice_sv-SE_18774998	Are you done?	What do I will?
1221  common_voice_sv-SE_18770437	That was a lie.	Come on, let’s leave.
892  common_voice_sv-SE_19589169	Can you believe it?	When I let?
213  common_voice_sv-SE_18748676	Apparently not.	Look at my arm.
1015  common_voice_sv-SE_18854188	Another message.	He can’t eat that!
59  common_voice_sv-SE_19071112	Come on, let's go!	Don’t come happen.
