id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie bedeuten kännen es inselsen gemeinden
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	ich habe diese offenglassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	und nächster ausschusstagnen bis am sensten
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	sie haben gemunden fetzen schrelle garte
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wallich gibt es bergressere wolche lepfen
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu 6 stimmen hätte das täglich entraut
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein liefwoch ist die wetterlege nach ungefähr
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	brückt dieser fahrmerzeugen fastritten werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	scheinterstieberung sind freien und dachbarkeit
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	eine wochenheit macht sich die gefehlin beherkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	zuersätzliches moment sind spiezen unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	die ergieht als der blau nicht
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche den einen herrn kauf
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steite sowiesel unberne zu sagen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	das gehe immer wieder viele präminentsätzungen
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	herr diskussingrubeziehungsgizert
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	der prozes regierungsrat dauert
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	wir schletzen dass man doch nicht ihnen
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	belden frindet diese schlechst ein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	das hätte man eine verlängerung der fristbeten
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	die motionärin haben wir eine passung
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben sich bitte während geregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	deshalb wenn wir ein kindes und mehr gegen sind
788  ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle sehr laube gefehlt
920  ch_sg_2499.wav	dafür rieche ich nach schweisse	der fahres nicht vielleicht ein mäss
107  ch_vs_1833.wav	leichter regenschauer und windig	die rechtagenfällen und windig
28  ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	aber wir haben es dachtigen nur leben zu übertrieben sein
556  ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	hier haxtensamtlich halten zustäge erhalten
182  ch_be_2701.wav	er umarmt sie fest	deshalb haben sie fest
949  ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	mit den tagneten ablehrten wollen
1289  ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im wallis gibt es sich begreisere wohl kleken
1298  ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	fäge sind allgemente dunken plan grau
641  ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen einen gitten winigen ressourcen nicht
1066  ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	ich habe ganz sind wir das heute gelegent
398  ch_gr_2171.wav	highlight der ausstellung sind die sensen	heilheit der ausstellungssinzen
734  ch_sg_2528.wav	du schielst tatsächlich ein bisschen	sie sehen sie tätsächlich ein tipfele
746  ch_sg_2448.wav	er hasste es zu niesen	man hat kesten zu messen
559  ch_zh_2014.wav	was bedeutet das konkret	das heisst das kompfekt
443  ch_zh_1052.wav	der apfel kann vielseitig eingesetzt werden	dort für kann viel siger eingesetzt werden
392  ch_gr_1493.wav	die kleine kammer setze falsche prioritäten	der kleinkämmer setzt feldsegleritäge
939  ch_sg_2666.wav	stell dir vor ich stürze	das gdpfraktion ist das gerne
1135  ch_bs_1856.wav	wie hoch ist das schauerrisiko heute	wie hoch ist zusammenreisikel nicht
326  ch_gr_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	sie unterstutzen dem kinderkäfer zusammen
974  ch_ag_1719.wav	sie wendet sich um und blickt hinunter auf die stadt	sie geht sich um und bleckeben auf die stadt
717  ch_sg_2717.wav	seine oberfläche war uneben	sie haben auch das nächste festgesehen
1312  ch_lu_0503.wav	die trikots wurden von gonzo geklaut	die liegen sind vom ganz gefährdet worden
567  ch_zh_3861.wav	der deutsche kaiser war hocherfreut	wenn sie die fensen uns volkenfreude gewesen
458  ch_zh_1873.wav	zeitweise hat es dichtere schleierwolken	teilweise hat es dickeliche lehrwohen
1233  ch_lu_0925.wav	im nächsten jahr soll handtracking hinzukommen	ich nächse also hand kennen dazukommen
1223  ch_lu_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	aber mitbrauch ist die wegelagen ungefähr
465  ch_zh_2413.wav	kurz vor weihnachten schneite es leicht	hunft es verlienlichten herzbildung schnitt
1254  ch_lu_2458.wav	irgendjemand pfuscht mir hier ins handwerk	irgendwerte finielen wir uns handwerf
338  ch_gr_0171.wav	jetzt hab ich dich du alter sünder	jetzt habe ich wintel algesinder
350  ch_gr_1527.wav	aber alle haben dieselben sorgen	aber einen die gleiche sorgen
379  ch_gr_1687.wav	und jetzt stopft er sich mit fleisch voll	jetzt stellen sich nicht kleines vor
998  ch_ag_0598.wav	die sechsunddreissig jährige greta gysin zieht ins parlament ein	wechsenblicht jährlich zu dieses parmantel
1313  ch_lu_2472.wav	meine güte roch der arme ranzig aus dem mund	dort hat diesen antrag aus dem mull geschneggt
774  ch_sg_2648.wav	geliehen hab ich es nicht gestohlen	herausgelehnt nicht gestellen
119  ch_vs_0046.wav	ich zog mich also vor dem arzt aus	ich kann heise für den marzt abgezogen
153  ch_vs_1991.wav	es ist immer teil von machstrukturen	sie sind einen teil des teilfenachtsdrukturen
79  ch_vs_0693.wav	das geheimrezept wildblumen	das kenne rezept mildpläner
53  ch_vs_0268.wav	also drei grad mehr als heute	also der regierungsrätin meinungen
403  ch_gr_1861.wav	lockerschnee weisst eine extrem geringe dichte auf	wir schnehmen wextleingringe richtung
708  ch_sg_1034.wav	seitdem ist der ort selbstständig	die sitell ist der art selbstständer
227  ch_be_2673.wav	aber ich tanze nicht nach deiner pfeife	aber ich denke ihnen nicht möglichkiefen
309  ch_gr_2389.wav	ja ich glaube jetzt habe ich das verstanden	ich glaube jetzt hangiges verständen
951  ch_ag_1523.wav	allerdings ist sie nicht selbstverständlich	anderen setzen wir pfaft das standlich
931  ch_sg_0924.wav	videoconferencing boomt	die ideee kanformerenzinpunkt
135  ch_vs_2693.wav	ich trank noch ein glas	ich kann ein klares gegreichen
842  ch_sg_2675.wav	du tanzt so leicht wie eine feder	der dank ist vielleicht jene sprechen
1272  ch_lu_1780.wav	ich kehre laub immer nur ende herbst	ich feste selbst immer noch ende hergst
704  ch_sg_2501.wav	nicky rollte sich auf die seite	ich habe ziele zeite gekart
1120  ch_bs_1499.wav	seit zehn jahren ist sie konstant	die fehl jahre ist die sekünstände
57  ch_vs_2494.wav	ich bin nur so gerannt um dich einzuholen	ich bin muss eine gesek heute schule
127  ch_vs_2678.wav	ich fürchte dass er euch täuscht	der kichte diesen fehlt geist
1140  ch_bs_0221.wav	aber er widersprach auch nicht	wabel haben nicht einmal einer spruchig
771  ch_sg_0063.wav	das auto rast durch die nacht	das alto lässt hat macht
1056  ch_ag_2207.wav	ich starre in die weiten des ozeans	aber wegen diese von morzent gestärt
828  ch_sg_1142.wav	sonst ist es dann morgen wieder trocken	für mich ist es diesem anliegen tache
