id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleiten kennen es insassen gemeinsam
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die rückweisung von ihnen haben sie rufen gelassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	herr unesgelausschüsse tagner bis am selsten
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	sie haben genug einen verzögerungsrelegürten
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wallis gibt es eine grössere wochelecke
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu 6 zusammenhärkungen ist ihnen täglich gerade
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	alleinfach ist die werterlegliche ungeklärt
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	gerückter fahnen zu meiner festritte werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	die interessierung sehen freien am deckbarkeit
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochenheit nächstes verkehrlinger herkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ich zusätzlich noch einmal spitze ins unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	die ergibt also blauben nicht
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche herrn regierungsrat käser
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich streiche sowieso unnährlich sagen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	es gehe immer in den vielen prämienzen zugehen
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er diszhaus im grundbeziehungen gibt es erdge
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	die präzise haben ihre teile dauerlich
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	das ist letztes man doch notieren gesehen
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	belder freuen sie das left jetzt ein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	das hat nach einer verlängerung der freispektoren
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	in meiner ehrerin haben wir das wort
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben ein bisschen den wärmehrsfeld geregelt
