id	target_txt	prediction
ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleiten kennen insbesondere gemeinsam
ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	zugleich formeller ich habe diese raufen gelassen
ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	der unescoausschuss tagten besser aus
ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die regierung ja nur ein gesetz aus renergarten
ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im wählen gibt es eine bergrössere wochenecke
ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu den sechs sehr herzlich ist ein täglicher traut
ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein liefloch ist wegenreglich ungeklärt
ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	brückt auf annahme zu einem verstritten werden
ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	schildkristieren wir senden reihen und dachbarkreit
ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochenende macht sich der fehlende herkbar
ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches problem sind die städte ein unterschied
ch_gr_0950.wav	die erde gilt als der blaue planet	die ergebnisse gilt herzlich blauipielleg
ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche dabei entfernen recht auf
ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich streite sowieso ungängig sagen
ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	es ergeben wir in den vier prämienverschiedenen gesetzen
ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er hat dies zuhaus im grobeziehungsweise gezerkt
ch_gr_0980.wav	der prozess dauerte mehrere tage	die repräzisierung ihre tätigkeit
ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	das lex ist man auch notieren gesehen
ch_be_2539.wav	alter freund du schläfst jetzt ein	ende fremd dies schläft jetzt ein
ch_zh_3308.wav	es bat um eine verlängerung der frist	es hätte uns eine verlängerung der freispartei
ch_vs_1173.wav	am morgen haben wir nebel über basel	in regierungen haben wir passiert
