id	target_txt	prediction
ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleitet und kennen es insässig gemeinsam
ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die jukusformen ihnen haben sie offengelassen
ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	gerade nesgoausschüsse tagt noch bis am selsten
ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die regierung habe ich genug effekt in seiner regelung gehört
ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in welchen gibt es bergrässere wochenecke
ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zur sekundarkt ich habe das tägliche gedroht
ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein minderwuch ist die wegerläge nach ungefähr
ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	berücksichtigte fahnen zu einem festtreiten werden
ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	die schiltristierung sehen diese reihe und deckbarkeit
ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	eine woche haben die nächste streicherin erkbar
ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches problem steht ein unterschied
ch_gr_0950.wav	die erde gilt als der blaue planet	die erde gilt also beauprojekt
ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich bin ihnen den einen einen einentwurf
ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich streite sowieso umjährig zu sagen
ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	es gehen immer wieder viele perminenzen zugehen
ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er hat uns zu haus im grundbeziehungsgericht zu erde
ch_gr_0980.wav	der prozess dauerte mehrere tage	diese prozesse sind ihrer inität dauert
ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	diese schlechte ist man doch notiver gesehen
ch_be_2539.wav	alter freund du schläfst jetzt ein	bald freuen sie den schlechten zu ein
ch_zh_3308.wav	es bat um eine verlängerung der frist	es hat auf einer verlängerung der fristpartner
ch_vs_1173.wav	am morgen haben wir nebel über basel	in meiner ehren haben wir basis
ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das hat ein bisschen der werner aspekte geregelt
ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das wollen wir einfach ein kind untergehen
ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle ein laub gefährdet haben
ch_sg_2499.wav	dafür rieche ich nach schweisse	der finanzmitglied ist nicht zulässig
ch_vs_1833.wav	leichter regenschauer und windig	leichter aber fall und ländig
ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	es wäre ein stärkungen von eben jetzt übergegeben sein
ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	diejenigen haben sämtlichheiten zuständig erhalten
ch_be_2701.wav	er umarmt sie fest	wer noch einmal viel fest
ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	mit der tagnupfer hat lehrter 11 gesagt
ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	und wahl es gibt es ein paar geisse ewollkrecke
ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	häger sind allgemein die unfallgreiche
ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen gewisse ressourcen wir
ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	ich ergänze mich gerne es aber zurückgegeben
ch_gr_2171.wav	highlight der ausstellung sind die sensen	keinheit für den ausstellungs im zenzelnen
ch_sg_2528.wav	du schielst tatsächlich ein bisschen	wir sind erst tatsächlich ein tipfel
ch_sg_2448.wav	er hasste es zu niesen	geht die kosten zu lösen
ch_zh_2014.wav	was bedeutet das konkret	was heisst das konflikt
ch_zh_1052.wav	der apfel kann vielseitig eingesetzt werden	herzlich können vielsüber eingesetzt werden
ch_gr_1493.wav	die kleine kammer setze falsche prioritäten	dort haben wir setzt fehlzeugrearitäten
ch_sg_2666.wav	stell dir vor ich stürze	das gleiche ist schwierig
ch_bs_1856.wav	wie hoch ist das schauerrisiko heute	wie hoch ist sammliesig heute
ch_gr_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	deshalb studiere ich ihnen käfer zähle
ch_ag_1719.wav	sie wendet sich um und blickt hinunter auf die stadt	sie trägt sich um und etwas auf die stadt
ch_sg_2717.wav	seine oberfläche war uneben	das ist nicht der fall
ch_lu_0503.wav	die trikots wurden von gonzo geklaut	die regierung wurde vom ganzen gefährdet
ch_zh_3861.wav	der deutsche kaiser war hocherfreut	die digitalischen phänischen waren es volk verfreut
ch_zh_1873.wav	zeitweise hat es dichtere schleierwolken	teilweise hat es dichtere schliere wochen
ch_lu_0925.wav	im nächsten jahr soll handtracking hinzukommen	ich sehe keine kinder zu erhalten
ch_lu_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	aber nicht drauf ist die härtelagion ungefähr
ch_zh_2413.wav	kurz vor weihnachten schneite es leicht	fünftes familienläufe geht es etwas nicht
ch_lu_2458.wav	irgendjemand pfuscht mir hier ins handwerk	irgendwetten finden wir hier uns handwerf
ch_gr_0171.wav	jetzt hab ich dich du alter sünder	jetzt habe ich ihnen die lehrer sinder
ch_gr_1527.wav	aber alle haben dieselben sorgen	aber alle dieselben sorge
ch_gr_1687.wav	und jetzt stopft er sich mit fleisch voll	am letzten gärt sich nicht kleinsfrauen
ch_ag_0598.wav	die sechsunddreissig jährige greta gysin zieht ins parlament ein	die sechstellung zu dieses parlaments
ch_lu_2472.wav	meine güte roch der arme ranzig aus dem mund	dort hat eine ernzelne massnahme geschmerkt
ch_sg_2648.wav	geliehen hab ich es nicht gestohlen	ich habe es ausgelehnt nicht gestellt
ch_vs_0046.wav	ich zog mich also vor dem arzt aus	ich kann ja unsere für den arzt abgeklärt werden
ch_vs_1991.wav	es ist immer teil von machstrukturen	ich sind teilweise nachtsdrucktorin
ch_vs_0693.wav	das geheimrezept wildblumen	das keine rezect mildpläne
ch_vs_0268.wav	also drei grad mehr als heute	es sind vielleicht gerade niemalige
ch_gr_1861.wav	lockerschnee weisst eine extrem geringe dichte auf	jürg iseli in extrem geringer richtig
ch_sg_1034.wav	seitdem ist der ort selbstständig	seit teil ist der art selbstständig
ch_be_2673.wav	aber ich tanze nicht nach deiner pfeife	aber eckdänke für nicht nach gynakive
ch_gr_2389.wav	ja ich glaube jetzt habe ich das verstanden	ich glaube wird es hängig verstanden
