id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleitend gehängers inselsen gemeinsehen
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die rugierungsrat ihnen diese offenglassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	der unesere ausschusstag noch bis am samstlich
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	sie haben die gemunden verziehungsrebegarten
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wanis gibt es bergresene wohenlepfen
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zur saktion hätte dieses taglich von grossrat
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	al meinfach ist die weger leben noch unklärt
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	ich brück der fahrmat sind einer fast hitgeler werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	scheinterstimmung sind freien und dachbarkeit
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochen hat sich die gefehlinbewerkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	zuersätzlich das problem sind spitweise unterschieg
298  ch_gr_0950.wav	die erde gilt als der blaue planet	dieser gibt es der blaue planungserklärung
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich bin ihnen der eine entfuh haben wir auf
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steite sie wie es umgerne gesargen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	das so gehen wir wieder viele prominientsatzungen
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	hier dies zu haus im grubeziehungsgezehrt
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	für prozesse regierungsrat ihre teil gut
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	der schletz ist man doch nicht ihre zu werden
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	bei den frinden frinden diesen schlefs ein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	das hat um eine verlängerung der frispaken
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	die murgen hier in einem nagelnen passen
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben es biz hiefte währe mich sfelt geregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das wird ein kindis unseres kindis um eine gegen sind
788  ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle gesehen es laube gefährt
920  ch_sg_2499.wav	dafür rieche ich nach schweisse	dafür sind klich ausmess
107  ch_vs_1833.wav	leichter regenschauer und windig	die ersten legenfall und windig
28  ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	aber werden es dachtigen kurlebit zu über die treber sein
556  ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	hier wexensamtlichelden zuschläge bekommen
182  ch_be_2701.wav	er umarmt sie fest	damit sind fest
949  ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	gut der tagend faplierten will sieht
1289  ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im wallis gibt es ein par gressere wolkeleken
1298  ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	ich habe es eine argement dunkenblar grossrat
641  ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen gitterschwinigen in zursen wir
1066  ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	aufganzen und geres über das heute gelegen
398  ch_gr_2171.wav	highlight der ausstellung sind die sensen	heileit für den ausstellungs im zenzenen
734  ch_sg_2528.wav	du schielst tatsächlich ein bisschen	dies ist tätsächlich ein tätsächlich ein titzelne
746  ch_sg_2448.wav	er hasste es zu niesen	ich habe die gefasstungsmissen
559  ch_zh_2014.wav	was bedeutet das konkret	das heisst die kompfik
443  ch_zh_1052.wav	der apfel kann vielseitig eingesetzt werden	die epfen kann viel sind eingesetzt werden
392  ch_gr_1493.wav	die kleine kammer setze falsche prioritäten	die kleinkämer setzt feldsergleritägen
939  ch_sg_2666.wav	stell dir vor ich stürze	das teidefand ist es geht
1135  ch_bs_1856.wav	wie hoch ist das schauerrisiko heute	wir hunch ist sammerweise kleit
326  ch_gr_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	sie sind unterstützen die kinder gesammen
974  ch_ag_1719.wav	sie wendet sich um und blickt hinunter auf die stadt	sie gerade sich um und bleckeben auf das stadt
717  ch_sg_2717.wav	seine oberfläche war uneben	sie sind auch die frechfen unsere auch nicht gesehen
1312  ch_lu_0503.wav	die trikots wurden von gonzo geklaut	die liege sind vom ganzen gefährt wurde
567  ch_zh_3861.wav	der deutsche kaiser war hocherfreut	die betigen sind die fanzen uns volkerfreung sind
458  ch_zh_1873.wav	zeitweise hat es dichtere schleierwolken	peilweise hat es dichtlich lehrwöhen
1233  ch_lu_0925.wav	im nächsten jahr soll handtracking hinzukommen	ich möchte sie eine hernkräge kinder zukommen
1223  ch_lu_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	aber mit der woch ist die weger lagien ungewährt
465  ch_zh_2413.wav	kurz vor weihnachten schneite es leicht	kurz von hier aufbehatsbitzlich nicht
1254  ch_lu_2458.wav	irgendjemand pfuscht mir hier ins handwerk	irgendwert befindeln wir dieses handwerf
338  ch_gr_0171.wav	jetzt hab ich dich du alter sünder	jetzt habe ich intellen sindern
350  ch_gr_1527.wav	aber alle haben dieselben sorgen	aber alle in die gleiche sorgen
379  ch_gr_1687.wav	und jetzt stopft er sich mit fleisch voll	ich jetzt ob das sich nicht kleise vor
998  ch_ag_0598.wav	die sechsunddreissig jährige greta gysin zieht ins parlament ein	die fachsenbicht jährig sind dieses parlament gut
1313  ch_lu_2472.wav	meine güte roch der arme ranzig aus dem mund	dort hat diese armenzen ich muss im mulgesmekt
774  ch_sg_2648.wav	geliehen hab ich es nicht gestohlen	hier so ausgelehnt nicht gestellen
119  ch_vs_0046.wav	ich zog mich also vor dem arzt aus	ich kann ihnen einer vor dem artstabgezogen
153  ch_vs_1991.wav	es ist immer teil von machstrukturen	es sinner teil vermachtsdruktorin
79  ch_vs_0693.wav	das geheimrezept wildblumen	das ist keinere zept mildplänge
53  ch_vs_0268.wav	also drei grad mehr als heute	als sie der eigentlich niemeuigen
403  ch_gr_1861.wav	lockerschnee weisst eine extrem geringe dichte auf	jugerschnehme extleingringer wichtig
708  ch_sg_1034.wav	seitdem ist der ort selbstständig	sie teil ist der artseibständig
227  ch_be_2673.wav	aber ich tanze nicht nach deiner pfeife	aber ich denke für nicht nach gilakiven
309  ch_gr_2389.wav	ja ich glaube jetzt habe ich das verstanden	ich habe ihnen weitshaniges verständen
951  ch_ag_1523.wav	allerdings ist sie nicht selbstverständlich	anderen sind es eine pfachses tanklich
931  ch_sg_0924.wav	videoconferencing boomt	diese kanforenzen bungt
135  ch_vs_2693.wav	ich trank noch ein glas	die von uns gelösst gegriffen
842  ch_sg_2675.wav	du tanzt so leicht wie eine feder	die getenz ist volleicht hier eine sedern
1272  ch_lu_1780.wav	ich kehre laub immer nur ende herbst	ich wisse es werde immer noch ende herst
704  ch_sg_2501.wav	nicky rollte sich auf die seite	ich habe zielfzeitigkart
1120  ch_bs_1499.wav	seit zehn jahren ist sie konstant	sie haben die fall ja ist sikünstände
57  ch_vs_2494.wav	ich bin nur so gerannt um dich einzuholen	ich bin unsere gesagkeit fordert hier zuhen
127  ch_vs_2678.wav	ich fürchte dass er euch täuscht	ich fichte diesen fall geist
1140  ch_bs_0221.wav	aber er widersprach auch nicht	ich habe nicht einigeren spruche
771  ch_sg_0063.wav	das auto rast durch die nacht	das auto lasse dort nächt
1056  ch_ag_2207.wav	ich starre in die weiten des ozeans	aber ich gehe des morzen gestärt
828  ch_sg_1142.wav	sonst ist es dann morgen wieder trocken	für es ist ist auf diesemannungen tache
404  ch_gr_1849.wav	drohnen vermessen die schneedicke	deshalbe vermissend schnegen
322  ch_gr_1723.wav	er warf die flasche zur seite	eine exteresse auf die zeiten gelefen
