id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie bedreiten ein insässergemeinsam
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	ich habe sie offengelassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	der universität bis am samstag
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die regierung hat genug einen setzungsregeldarde
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in welchem gibt es per grössere wohenecke
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	sie haben dieses täglichen traut
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein einfach ist wederlebliche ungeklärt
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	der rückte fahnanzentrefastreiten werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	scheint es hier mit seinem dachbarkeit
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	wochen hat nächste streferinnen herkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	der zusätzliches problem sind spitzes unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	dann gibt es sehr blauben nicht
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche den eindruck darauf
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steige sowieso ungerne zu sagen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	das habe immer der viele präminenzsätze zugeben
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er hat uns zuhause im grundbeziehungsweise zu erde
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	der praxis hat meiner täge gedauert
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	das letzte man doch notirekt sehen
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	belder freut das recht etwas sein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	das hätte auch eine verlängerung der fristbettel
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	wir haben herrn erfassen
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben ein bisschen wer nächstes festgeregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das wollen wir uns ein kind herumgegesen
788  ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle ein laub gefährden
920  ch_sg_2499.wav	dafür rieche ich nach schweisse	das ist nicht der fall
107  ch_vs_1833.wav	leichter regenschauer und windig	die rechterlegenfälle entlindung
28  ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	da wäre es dächtig nur etwas übertrieben sein
556  ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	diese haben sämtlichen welden zuerschläge erhalten
182  ch_be_2701.wav	er umarmt sie fest	am erne fest
949  ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	gut den gegnetvertreten wollen
1289  ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	und wallis gibt es ein paar gresserevolken
1298  ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	die hegen sind allgemente den plan grau
641  ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen einen wenigen ressourcen
1066  ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	auch aufgaben sind wir das heute gelegen
398  ch_gr_2171.wav	highlight der ausstellung sind die sensen	heilleit der ausstellungsendzenzen
734  ch_sg_2528.wav	du schielst tatsächlich ein bisschen	wir sehen tätsächlich ein tipfeli
746  ch_sg_2448.wav	er hasste es zu niesen	ich habe das kostengemäss
559  ch_zh_2014.wav	was bedeutet das konkret	das heisst das konfert
443  ch_zh_1052.wav	der apfel kann vielseitig eingesetzt werden	dort kann viel solcher eingesetzt werden
392  ch_gr_1493.wav	die kleine kammer setze falsche prioritäten	dort haben wir es setzt feldsigeritäten
939  ch_sg_2666.wav	stell dir vor ich stürze	das gesetz ist recht
1135  ch_bs_1856.wav	wie hoch ist das schauerrisiko heute	ich hoffe ist zusammenreisig
326  ch_gr_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	deshalb stutzen wir keinen verzählen
974  ch_ag_1719.wav	sie wendet sich um und blickt hinunter auf die stadt	sie trätte sich um die edu auf die städte
717  ch_sg_2717.wav	seine oberfläche war uneben	sie haben das wort
1312  ch_lu_0503.wav	die trikots wurden von gonzo geklaut	liebe wurden vom ganzen gefährd
567  ch_zh_3861.wav	der deutsche kaiser war hocherfreut	bedeutet waren uns freude
458  ch_zh_1873.wav	zeitweise hat es dichtere schleierwolken	teilweise hat es dichter sehr erhöhen
1233  ch_lu_0925.wav	im nächsten jahr soll handtracking hinzukommen	ich lasse sie händen zukommen
1223  ch_lu_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	aber mein bruch ist die fegelegen umgeklärt
465  ch_zh_2413.wav	kurz vor weihnachten schneite es leicht	künftsfallionärzte hätte es sich nicht
1254  ch_lu_2458.wav	irgendjemand pfuscht mir hier ins handwerk	irgendwetter finden wir ein handref
338  ch_gr_0171.wav	jetzt hab ich dich du alter sünder	jetzt habe ich einen sender
350  ch_gr_1527.wav	aber alle haben dieselben sorgen	aber alle dieselben sarben
379  ch_gr_1687.wav	und jetzt stopft er sich mit fleisch voll	nun stellt sich nicht klein vorne
998  ch_ag_0598.wav	die sechsunddreissig jährige greta gysin zieht ins parlament ein	ich wechselne dieses parlament
1313  ch_lu_2472.wav	meine güte roch der arme ranzig aus dem mund	dort hat eine ernste umgeschneckt
774  ch_sg_2648.wav	geliehen hab ich es nicht gestohlen	herzlich gelent nicht stallen
119  ch_vs_0046.wav	ich zog mich also vor dem arzt aus	ich kann also für den arzt abgezogen
153  ch_vs_1991.wav	es ist immer teil von machstrukturen	es ist ein teil des nachtsdrukturen
79  ch_vs_0693.wav	das geheimrezept wildblumen	das kennenzept meldplane
53  ch_vs_0268.wav	also drei grad mehr als heute	es ist verschiedene leistungen
403  ch_gr_1861.wav	lockerschnee weisst eine extrem geringe dichte auf	jürg iseli wegstleine richtung
708  ch_sg_1034.wav	seitdem ist der ort selbstständig	zitell ist der art selbstständig
227  ch_be_2673.wav	aber ich tanze nicht nach deiner pfeife	aber eckdenken wir nach gelativen
309  ch_gr_2389.wav	ja ich glaube jetzt habe ich das verstanden	ich glaube werde es habe ich verständen
