id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleiten gehängers insasen gemeinden
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die jukosforden ihnen diese offenglassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	und es gehen ausschuss tegnommen bis am senste
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	sie haben die gemundenfexinsrebegarte
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wallich gibt es bergressene wohe lepfen
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	die sektion hat für die paglichen grossrat
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein meinwoch ist die watterlebliche ungeklärt
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	die rück der fahren zu einer fastritten werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	die scheidverstierung sind zurein und dachbarkeit
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochen macht sich gefehlen bemerkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches problem sind spielsweise unterscheid
298  ch_gr_0950.wav	die erde gilt als der blaue planet	die regierung als der blau nicht
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche der eine haben nachhof
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	die steiten sowiese umgärene sargen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	dies sogen immer wieder viele prominanzsätzungen
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er dieses haus im groberzeugsdizert
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	der prozess sind ihrer tage durch
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	der schletz ist man doch nicht das wort
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	elter frindet diesen schlefs ein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	das haben auch eine verlängerung der frispaken
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	wir kommen zur abstimmung überpassen
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das heisst bitzlich der wahrsfeld geregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das wenn ich ein kindes und man gegen sind
