id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleiten und kennen ein insessengemeinsam
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	ich habe sie offengelassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	dort und es gehen aus dass es am selbstgehen gibt
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die regierung hat genug eine vettensrebengarte
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	erwähnt das bergrössere wochenecke
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu den sechs so merkt das tägliche graut
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	alleinfach ist die werterläglich ongeklärt
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	schrückt der fahnwert zu einer fast heiten werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	seit ein tiem sehen sie alleine und achtbarkreit
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	ein wochenende nächstes der fehlinbemerkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	zusätzlich ist es noch ein spitzes unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	er gilt häslich blau nicht
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	wir spielen den einen einen kauf
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steige eine vision härmig zu sagen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	es gehen immer in der vielen präminenzsätze geben
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er gibt es zuhaus im grundbeziehungswert
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	der prozess hat durch die prozesse durchgeführt
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	es liegt dass man doch noch direkt sehen könnte
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	elder fremd dieser schlecht zu sein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	es hätte nach einer verlängerung der frissbarkeit
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	ich schaue ihren nädern was wird
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben ein bisschen wärmesfeld geregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das konnte man helfen wenn man es kindes herumgeht
788  ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle ein solches lab gefährden
920  ch_sg_2499.wav	dafür rieche ich nach schweisse	das verlassen wirklich ein wäre
107  ch_vs_1833.wav	leichter regenschauer und windig	ich lasse diesen ebenfalls entlindig
28  ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	wer das dächtiglich noch etwas übertrieben sind
556  ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	die jahrxessamtlichen hält zuständig erhalten
182  ch_be_2701.wav	er umarmt sie fest	aber nachher verfasst
949  ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	mit der tagnikation werden wolf gesagt
1289  ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	und wallis gibt es sich berger sevolklecken
1298  ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	sagen sie es im allgemeinen und largram
641  ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen gitte weniger ressource sas wir
1066  ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	auch aufgangs und dieser überzeugung
398  ch_gr_2171.wav	highlight der ausstellung sind die sensen	heillheit für den ausstellungsinzeln
734  ch_sg_2528.wav	du schielst tatsächlich ein bisschen	wir sehen es tätsächlich ein depfeling
746  ch_sg_2448.wav	er hasste es zu niesen	die kosten zu lösen
559  ch_zh_2014.wav	was bedeutet das konkret	das heisst das könnte
443  ch_zh_1052.wav	der apfel kann vielseitig eingesetzt werden	die epfl kann viel solche eingesetzt werden
392  ch_gr_1493.wav	die kleine kammer setze falsche prioritäten	dort haben wir setzt die fehlzergeoritäten
939  ch_sg_2666.wav	stell dir vor ich stürze	das gegenfängnis gewährt
1135  ch_bs_1856.wav	wie hoch ist das schauerrisiko heute	ich hoch ist es sammerweise heute
326  ch_gr_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	sie unterstützen auch den kindergehäften zu sehen
974  ch_ag_1719.wav	sie wendet sich um und blickt hinunter auf die stadt	sie trät sich und ettfäder auf die stadt
717  ch_sg_2717.wav	seine oberfläche war uneben	sind wir aber vielleicht existieren
1312  ch_lu_0503.wav	die trikots wurden von gonzo geklaut	liebe sind von ganz gefährden
567  ch_zh_3861.wav	der deutsche kaiser war hocherfreut	wenn diese kantone ins volk erfreulich gewesen
458  ch_zh_1873.wav	zeitweise hat es dichtere schleierwolken	ein weiss hat es dichterische erhöhung
1233  ch_lu_0925.wav	im nächsten jahr soll handtracking hinzukommen	und lassen sie hand krebkennen zu erhalten
1223  ch_lu_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	aber mit druck ist das hättellegion gefähr
465  ch_zh_2413.wav	kurz vor weihnachten schneite es leicht	künftig von lioleftärzten etwas gesagt
1254  ch_lu_2458.wav	irgendjemand pfuscht mir hier ins handwerk	irgendwelche finden wir hier als handref
338  ch_gr_0171.wav	jetzt hab ich dich du alter sünder	jetzt habe ich gelernt sind wir
350  ch_gr_1527.wav	aber alle haben dieselben sorgen	aber allen der gleichen sarben
379  ch_gr_1687.wav	und jetzt stopft er sich mit fleisch voll	jetzt därfen sich nicht kläre freuen
998  ch_ag_0598.wav	die sechsunddreissig jährige greta gysin zieht ins parlament ein	zum beispiel jahre zu diesem parlament ein
1313  ch_lu_2472.wav	meine güte roch der arme ranzig aus dem mund	dort hat dieser anlass nur gemerkt
774  ch_sg_2648.wav	geliehen hab ich es nicht gestohlen	was urs gelehnt nicht zu stallen
119  ch_vs_0046.wav	ich zog mich also vor dem arzt aus	ich kann also für den arzt abgezogen werden
153  ch_vs_1991.wav	es ist immer teil von machstrukturen	es ist ein solcher teil das trukturen
79  ch_vs_0693.wav	das geheimrezept wildblumen	das kennprozept meldplan
53  ch_vs_0268.wav	also drei grad mehr als heute	also vereingartene einweihungen
403  ch_gr_1861.wav	lockerschnee weisst eine extrem geringe dichte auf	jöggers nehmen wir extrem gring richtig
708  ch_sg_1034.wav	seitdem ist der ort selbstständig	sie teil ist der angesehensständig
227  ch_be_2673.wav	aber ich tanze nicht nach deiner pfeife	aber ich denke nicht nach gleichzeitigen aktiven
309  ch_gr_2389.wav	ja ich glaube jetzt habe ich das verstanden	ich glaube wolle es hanniges verständnis
951  ch_ag_1523.wav	allerdings ist sie nicht selbstverständlich	anderen sind sie erfassen es sämtlich
931  ch_sg_0924.wav	videoconferencing boomt	in dieser kanfferenz sendung
135  ch_vs_2693.wav	ich trank noch ein glas	ich kann mich klar vergleichen
842  ch_sg_2675.wav	du tanzt so leicht wie eine feder	die idenz ist es so leacht ja noch sagen
1272  ch_lu_1780.wav	ich kehre laub immer nur ende herbst	ich werse das immer noch ende herbst
704  ch_sg_2501.wav	nicky rollte sich auf die seite	ich habe zurzeit geklärt
1120  ch_bs_1499.wav	seit zehn jahren ist sie konstant	sein fehljahr ist sie konstand
57  ch_vs_2494.wav	ich bin nur so gerannt um dich einzuholen	ich spreche bei unseren gesekten der sitzunehmen
127  ch_vs_2678.wav	ich fürchte dass er euch täuscht	ich frichte davon aus
1140  ch_bs_0221.wav	aber er widersprach auch nicht	mabel haben nicht eine einzelsproche
771  ch_sg_0063.wav	das auto rast durch die nacht	das eltern wären gerecht
1056  ch_ag_2207.wav	ich starre in die weiten des ozeans	dieser reduktion von einem arzen gestärkt
828  ch_sg_1142.wav	sonst ist es dann morgen wieder trocken	das ist auf dieser massnahme nicht tachen
404  ch_gr_1849.wav	drohnen vermessen die schneedicke	teilweise verliessungsleintegel
322  ch_gr_1723.wav	er warf die flasche zur seite	er extressel auf die seite gelefen
1022  ch_ag_2601.wav	ich wohne in einem kleinen hotel und erhole mich	ich möchte einen flienhalter anderhalb einfach
1023  ch_ag_2629.wav	auf diese weise sparst du jede menge zeit	auf diese wäre es ihren nachgezeugt
1216  ch_lu_0474.wav	wochentags werden eher frühstücksflocken zum frühstück serviert	unter den wochenenden müssen sie sich viel zu morgen
1215  ch_lu_2505.wav	dann rülpste er gewaltig und kicherte darüber	ich nehme gerne die gärzte und redegelecht
438  ch_zh_3686.wav	wir waren total erstaunt über lena	wir sind im vergangenstluss in den gelehnen
1262  ch_lu_1838.wav	am abend klar mit wenigen wolken	er lasse ich kläre mich ein paar molken
1195  ch_bs_1698.wav	hommes bereitet schon das haus vor	daran möchte sich ausbewerten
877  ch_sg_2261.wav	du malst das ja sehr bunt aus	diese lesen sehr gleich daran
660  ch_zh_2953.wav	die zahl der betroffenen schwankt	die zehn der betroffenen schrankt
540  ch_zh_2758.wav	doch es kam andersnein	aber es ist auch anders gekommen
1047  ch_ag_2588.wav	sie war ausgeruht hungrig glücklich	sie war uns dabei hohlig gelegen
1218  ch_lu_1018.wav	diese volksbräuche sind europaweit verbreitet	die völksbesseren europaweit verträgen
418  ch_gr_2207.wav	ich starre in die weiten des ozeans	ist da entweitel des organs
420  ch_gr_2561.wav	eine alte frau schrie auf	eine ähnliche frau hat die aufgsrahlen
1015  ch_ag_1888.wav	am abend nicht ganz wolkenlos	ein aber ein mehrgänzfacher aus
311  ch_gr_1864.wav	auf zweitausend metern elf grad	auf 2 mit der elfräge
873  ch_sg_1754.wav	unglaublich er zerpflückt dich ja	ungeärblich nimmt die resulante
1013  ch_ag_0228.wav	du hast mir damals alles weg gegessen	persönlich medation als alles weggessen
782  ch_sg_1631.wav	die schweiz eine schwimmnation	es wird ein vieles gesehen
1219  ch_lu_2539.wav	alter freund du schläfst jetzt ein	kollege geschlagen sie jetzt ein
565  ch_zh_3685.wav	der unfall verursachte zwei tote	der aufwand hat es eingelten geführt
604  ch_zh_0987.wav	beliebtes ziel ist der stockberg	bereichts ziel ist eine stöckbärig
37  ch_vs_2641.wav	du magst ihn und das spürt er	sie mechseln und dieses gespräch
1256  ch_lu_2302.wav	dann drehe sich für ihn die zeit zurück	dann frehen sich frei zeit zurück
886  ch_sg_2711.wav	sie ist schon vor langer zeit umgezogen	dies ist verlangen gesetze geregelt
1231  ch_lu_0528.wav	das zeigte sich am dienstagabend	das hat sich ein sessigar wie gesagt
1102  ch_bs_2437.wav	sie naschte von den pralinen	sie hat es von der kleinen gassen
73  ch_vs_1228.wav	der april macht wieder mal was er will	grabei macht man leider masserell
643  ch_zh_1695.wav	sie sind sicher gut vorbereitet	sie sind sicher gut vorbereitet
31  ch_vs_2668.wav	dann stürzt du dich von einem kliff	das trifft ein definitives zu definitiv
686  ch_sg_0074.wav	vor allem du siehst dich ein bisschen um	von allen drehen explizit nehmen
1238  ch_lu_2667.wav	deshalb stürze ich auch hin und wieder ab	deshalb stellt sich dem zelegarat
166  ch_vs_0655.wav	sofort sah er das rotkäppchen	so wäre das rückwärtner gesehen
23  ch_vs_2330.wav	der plan wurde fallengelassen	der planungserklärung 1
61  ch_vs_2523.wav	ich schaue mir das im auto an	ich lebe gesagt
446  ch_zh_1720.wav	endlich wendete sich das schicksal	entwicklung hat sich sehr gelangen
616  ch_zh_1468.wav	weshalb haben sie eigentlich deutschland im auge	sie haben es auch richtig zu konnolage
48  ch_vs_0254.wav	diese benötigen viel strom	das prüfen wir ein traum
1277  ch_lu_1555.wav	das problem sind nicht die kantonsgrenzen	vereinseiten der kantonsgrenze
1165  ch_bs_0633.wav	gut dachte sich der wolf	gut hat sich verrecht dankt
122  ch_vs_2645.wav	ich stehle ihn aus der vorratskammer	ich starren müsser vorab samuel
1004  ch_ag_2364.wav	der maulwurf gräbt sich durch die erde	der muller pätzlich dorthalten
944  ch_sg_1810.wav	am samstag ist es oft sonnig	am famstag ist es eine fachzönig
492  ch_zh_2638.wav	weil ich deine fantasien spüre	ich will ihnen eingespieren
481  ch_zh_2611.wav	sie hatte auf der kellertreppe gesessen	sie ist auf der kennenständigen gesetzen
777  ch_sg_1180.wav	ich wünsche ihnen einen schönen abend	ich wunsche ihnen einen solade
22  ch_vs_0241.wav	am donnerstag einzelne regenschauer	am grundsatz einzelne wegenfällen
1093  ch_bs_1062.wav	ich sollte immer auf ihn aufpassen	ich sage immer viel aufpassen
855  ch_sg_0072.wav	er sieht sie erstaunt an	er möchte sie es erstaunt hin
1053  ch_ag_2549.wav	sie mussten ihn auf eine lichtung geschleppt haben	sie müssen lassen wichtig geschleckt haben
1000  ch_ag_0229.wav	ich sage du wirst für sie gekehrt haben	ich sage davon aus dass sie trotzdem
469  ch_zh_1668.wav	und wie stoppt man ronaldo	und hier staktin gerne nelden
921  ch_sg_2670.wav	mutter war zu boden gestürzt	wir haben uns auf der produkte
561  ch_zh_0171.wav	jetzt hab ich dich du alter sünder	jetzt kann diese planung gesindern
199  ch_be_1142.wav	sonst ist es dann morgen wieder trocken	sie ist ein dennormen der grache
1017  ch_ag_1687.wav	und jetzt stopft er sich mit fleisch voll	nun sagt es sich nicht klärsfall
116  ch_vs_2686.wav	sie hat es gut getroffen	sie hat das geld betroffen
645  ch_zh_4114.wav	ein raunen ging durch die menge	es rahmen müssen noch eingegangen
547  ch_zh_2955.wav	immer wieder werden hier tiere überfahren	immer liegen wäre regierungen fahren
1016  ch_ag_1877.wav	prognose für in den bissen	die frage lösung verlunden das nichts
351  ch_gr_2749.wav	ja sie hatten alle verstanden	ja sehen während verständen
1052  ch_ag_1726.wav	wir haben ihn in den turm geworfen	wir haben auch noch daran gekehrt
1226  ch_lu_2471.wav	kann es sein das ich ranzig rieche	kann sie eine ergänzung schmecken
101  ch_vs_1774.wav	er ass den kuchen selbst auf	er liegt ein fächer selber gekessen
792  ch_sg_1745.wav	ich zanke gerne mit dir rum	ich senke gerne auch noch
252  ch_be_2464.wav	er prahlte nicht gern damit	da hat nicht gerne getreffen
278  ch_be_2710.wav	ich habe gehört das du hier her umziehst	auch gehört es sollte es noch hin
165  ch_vs_2724.wav	ihm war unterdessen eine idee gekommen	die liegen eine ression erreichen
654  ch_zh_0820.wav	die person wurde behandelt	die kassanstehenden wurde
282  ch_be_2738.wav	er verschmutzt die taschentücher	er verschlagt es gelässtäher
568  ch_zh_1723.wav	er warf die flasche zur seite	eine klasse auf zeitung reicht
1130  ch_bs_2634.wav	ich spucke dir ins gesicht	aus droktiningsgesicht
427  ch_zh_3447.wav	das geschieht mehr schlecht als recht	das besieht nicht schrecht
244  ch_be_2666.wav	stell dir vor ich stürze	das teil davon es dürfen
456  ch_zh_1697.wav	du bereitest ein bad für ihn vor	ich mache es ein bald keinen riparat
963  ch_ag_2214.wav	seither hat sie stark abgenommen	sie hat zu einer hätte genommen
1297  ch_lu_1782.wav	wir haben gekochte kartoffeln gemacht	einklassen gerne zugleich
388  ch_gr_2615.wav	er sitzt an einem computer	er sei es diesen löhnen hilter
389  ch_gr_0957.wav	mannschaft integriert	nehmen sie sich im bereich
27  ch_vs_0916.wav	die wall street steht unter feuer	gewässerseits dieser nationalen vier
1276  ch_lu_1541.wav	aber es gehe auch um medizin	aber es ging auch medizin
1054  ch_ag_2561.wav	eine alte frau schrie auf	wir werden selber aufgesehen
1206  ch_lu_2713.wav	ich bin gerade wirklich unbeholfen	es gibt noch wicklich umgesegt
1294  ch_lu_2738.wav	er verschmutzt die taschentücher	eigentlich nehmen sie denken
536  ch_zh_1523.wav	allerdings ist sie nicht selbstverständlich	aber sie sind uns nicht selbstverständlich
580  ch_zh_1694.wav	er hatte sich gut vorbereitet	ich hätte sich glott vorbereitet
1290  ch_lu_2704.wav	er hat mich um diesen gefallen gebeten	er hat nicht um lex fälle parteien
75  ch_vs_2709.wav	ich ziehe gerade ins alte haus um	ich verzuge parin sarkis
672  ch_zh_1527.wav	aber alle haben dieselben sorgen	aber alle haben die gleiche sorgen
1278  ch_lu_2712.wav	sie sah sehr unbeholfen aus	sie hat sehr ungesekt ausgesehen
66  ch_vs_1770.wav	es ist mir aus der hand entglitten	das sind wir unser handlung
240  ch_be_2672.wav	aber nach was hat sie gesucht	danach wäre es gesucht
880  ch_sg_1595.wav	news aus dem eishockey	lösen sie aus der rusikeit
763  ch_sg_2689.wav	ich trinke einen schluck bier	und die kinder des grossen rats
670  ch_zh_2748.wav	nur verstand sie nicht warum	wir hätten einen verständnis
1282  ch_lu_2706.wav	du hast sie gebeten das zu tun	sie müssen gegen dies tun
236  ch_be_2699.wav	ich umarme dich fest	er wäre nicht erfasst
1265  ch_lu_2538.wav	sonst schlafe ich am nachmittag ein	das löffel von noch nicht egal
516  ch_zh_2572.wav	nicht wenn ich sie vorher schubse	nicht einfach sind zuerst können
258  ch_be_2538.wav	sonst schlafe ich am nachmittag ein	das schwerfe ich nachher nicht tage ein
802  ch_sg_2700.wav	du umarmst mich fest	lärmsel fest
760  ch_sg_0061.wav	also habe ich gepfuscht	also ich erngfosst
592  ch_zh_2410.wav	es fängt langsam an zu regnen	es fänden also angenommen
613  ch_zh_2613.wav	jetzt sitze ich zum letzten mal	jetzt sind zum letzten mäl
7  ch_vs_1017.wav	jänner im amt war	länger im antrag war es
970  ch_ag_1725.wav	ich hab keinen stein geworfen	ich fanke has sageret
570  ch_zh_1051.wav	er möchte sich die welt anschauen	dieser micht zwei anliegen
1033  ch_ag_1532.wav	schon lieber im hintergrund	sollen über dem untergannt
514  ch_zh_1696.wav	ich bereite den verband vor	das macht der deutliche räte
1300  ch_lu_2274.wav	er wringt nichts aus	antrickt nichts aus
981  ch_ag_1255.wav	wer ist jon snow	wir haben es zu ende nehmen
741  ch_sg_1784.wav	ich gewinne sonst nie	und dies ist es nehmen
1018  ch_ag_2615.wav	er sitzt an einem computer	also ein sympandielter
826  ch_sg_1787.wav	ich gewinne dieses spiel gerade	ich gewill das gleichweg
714  ch_sg_2703.wav	sie hatten sich umarmt	sie haben sich erlängt
956  ch_ag_0198.wav	er war geh	er hat es gesehen zum
997  ch_ag_1692.wav	ich bin von oben rein gekommen	für die frage ich einfach
1250  ch_lu_2699.wav	ich umarme dich fest	ich nehme das fest
142  ch_vs_2334.wav	wir haben die tüten festgehalten	sie haben zweck festkend
932  ch_sg_2699.wav	ich umarme dich fest	nicht mehr dafür fest
1246  ch_lu_0071.wav	ich sehe ihn mir an	es würde noch einmal
669  ch_zh_1255.wav	wer ist jon snow	herr ist es ein exempfnehmen
1101  ch_bs_0234.wav	starker föhn	das tätefonds
1075  ch_ag_1478.wav	alle wissen es	allen aussetzung
397  ch_gr_1478.wav	alle wissen es	ein wesents
162  ch_vs_0899.wav	was ist fake	noch ein fehlt
473  ch_zh_3282.wav	will man sie nicht mehr	wollen sie saummen
489  ch_zh_3268.wav	wieviel soll die ausnahmebewilligung künftig kosten	wie viele ausnahmebewilligungen in zweckkünftig kosten
497  ch_zh_1494.wav	das gehöre zu einer glaubwürdigen klimapolitik	das klein zernieren würdige kleine politikten gesund
375  ch_gr_2403.wav	erst wenn er genug lärm gemacht hatte gab er sich zufrieden	erstens genügend gemecht hat waren sich zu freien gewesen
222  ch_be_1193.wav	in der nacht fallen die temperaturen unter dreizehn grad	erlecht haben das tendraturen unter 13 gräge
836  ch_sg_2488.wav	die reifen dieses wagens waren nicht kugelsicher	die präsident der weg sie nicht von besichern gesehen
391  ch_gr_0969.wav	oft können die experimente dann sogar nützlich sein	oft gilt explement so wäre nicht so sein
1136  ch_bs_2387.wav	also ich verstehe das gerade inhaltlich überhaupt nicht	als einfachverstand dies gerade inheitlich oberhaupt nicht
537  ch_zh_2994.wav	sie bauten mais bohnen quinoa und kürbisse an	sie haben ein maissbolen knowhow und firbisabbaut
1251  ch_lu_0930.wav	amazon will quantumcomputing salonfähig machen	einerseits haben wir die kantoncampierdings eingereicht
600  ch_zh_0978.wav	sie ermöglicht ausserdem eine vorhersage des kommenden wetters	sie haben nicht gilt als zudem in der vorhersage des kollenden weg
973  ch_ag_2576.wav	einer von ihnen wurde von seinen kameraden nach vorne geschubst	jahne von ihnen wurde von solchen konnragen nach dieser geschäfte geben
619  ch_zh_0038.wav	noch sein vater animierte ralph voltz zum zeichnen	wir sind factora graf vols zum zehn manchmann merkt
628  ch_zh_1118.wav	die flanken der beiden räder berühren sich nur punktförmig	die grand der baldenriger und lieren jetzt auf einen punkt vor mig
768  ch_sg_0077.wav	sie hatten sich nie gestritten	es handelt sich um exketten
297  ch_gr_0788.wav	auch bio kommt nicht ganz ohne pestizide aus	auch biokomplett gänze ohne pestizide aus
1288  ch_lu_0661.wav	der jäger zog seinen pelz ab und ging damit nach hause	gerne haben seine perzen zu sagen und müssten sie nicht hergängen
1197  ch_bs_1854.wav	am samstagvormittag nicht ganz wolkenlos	am weiss der fehltag nicht ganz zwei gelöst
1181  ch_bs_0419.wav	fahrrad und wanderwege verlaufen um den gesamten stausee	wir wollen auch wanderrecht teilen der ganze staat sehen
1192  ch_bs_2408.wav	hattest du ihn nicht gehört er hat und ganz laut gerufen	kann es dann nicht kraft gehen ganz heute gehören
609  ch_zh_1469.wav	das kann für die schweiz sicher keine valable lösung sein	das kann es jetzt aber sicher keine ruchtbare lösung sein
1019  ch_ag_0764.wav	in der schweiz gibt es nur noch dreitausend brutpaare so frei	er hat es bei vielen antritt unserer bruckpräsen fällen
1108  ch_bs_0591.wav	sie ist schon eine träge sache die schweizer politik	viele sagt feder und fächten sitzen pro ligit
1028  ch_ag_1491.wav	der negative wert hat sich innert zwei jahren fast verdoppelt	energie sind werden zur unrechten zehn jahre für die appetit
908  ch_sg_1741.wav	er zwängte sich durch die öffnung und wühlte weiter	er zwingt sich dort die öffnung arree teiten
662  ch_zh_3318.wav	bern aargau und graubünden melden neue rekorde	argang grabinden in der neuen regionalkonferenz
349  ch_gr_2203.wav	es geht um unsere altstadt und es soll neues entstehen	es garten müssen ärzteg und selbstverständlich entstehen
552  ch_zh_0159.wav	beim milliardenprojekt zeichnet sich ein klares nein ab	im mirjährigen projekt zeichnet sich ein kläres neu ab
1260  ch_lu_2316.wav	lange krankheit ertrug er zum ende seines lebens geduldig	am ende dieses abend haben lange frenken lange ergeregt
1040  ch_ag_2577.wav	ihr rechter arm schürfte über eine scharfe glaskante	zu einer rechtlinien und grossrat vergasskannten geschäfte
1010  ch_ag_2403.wav	erst wenn er genug lärm gemacht hatte gab er sich zufrieden	das muss auf diesem gelände gemacht hat gegen sich zu weder gelten
778  ch_sg_0513.wav	positiv für geldbeutel und umwelt	positiv geht bieter und umwelt
29  ch_vs_0094.wav	in den alpen und im süden ist es meistens sonnig	in einem eilpannisierungsmessen soll
495  ch_zh_0985.wav	sehr spannend wurde das spiel in den schlussminuten	sehr spannend ist spier in den schlüssenminuten horgen
1180  ch_bs_1061.wav	dann soll thor eine katze vom boden aufheben	dann soll die haare gehabt es vom budenaufhirren
807  ch_sg_0894.wav	um die software braucht man sich ebenfalls keine sorgen zu machen	die planungserklärung 6 braucht man sie hält keinen sorge zu messen
975  ch_ag_0413.wav	die spannung zwischen ihm und sema scheint zu explodieren	zu wenig sind es em und zu exkutieren
412  ch_gr_2429.wav	laycock war nicht in der kutsche mitgefahren	sie allein gehört das nicht innerhalb so liegt fahren
370  ch_gr_1650.wav	und das ohne eine einzige platte laufen zu lassen	und dies ohne einzige platte laufen zu lassen
445  ch_zh_1046.wav	die art gehört zu den sklavenhaltenden ameisen	die afkehrzeuge zu ein klares halten anmelden
808  ch_sg_2729.wav	ich verscheuche sie mit einer handbewegung	es handelt sich um ein erkannter bewegt
965  ch_ag_2599.wav	du übernimmst die verantwortung dafür dass sie sich nicht betrinkt	ich erwähnt worden dafür dass sich bekämpft
70  ch_vs_0122.wav	es bräuchte deshalb zunächst eine vermittlung von dritten	es ist ein gleiches land sehr sinnvereintlich von gritten
288  ch_be_2260.wav	ich male sehr gerne die figuren in den malheften aus	ich möchte noch ein sehr gerne seguren in den landhaftgrund
149  ch_vs_1775.wav	wir assen alle zusammen den feinen braten	wir haben alle zusammen den antrag gegessen
667  ch_zh_1533.wav	zurückzuführen ist das einerseits auf die metoobewegung	dass es ähnlich sind sich die miethelbewegung zurückzufirmen
1188  ch_bs_2420.wav	erst jahre später liess er sie endlich los	das diale städter als andere fluss klangt
409  ch_gr_0202.wav	manchmal sind sie bemalt meist auf der innenseite	langmarkt sind es gemäss dem messen sich gegenseiten
255  ch_be_1780.wav	ich kehre laub immer nur ende herbst	ich habe laut immer noch ende herbst
1164  ch_bs_2742.wav	ich fürchte damit verschwendet ihr wertvolle zeit	es befircht dann mit verschwendenen wäre fallzeit
784  ch_sg_1143.wav	die temperaturen gehen im norden ein bisschen zurück	möchte man diesen türen gelernen ein bisschen zurück
649  ch_zh_1078.wav	die offiziere zwingen ihn sich nackt ausziehen	profiziert sind wir immer sich blück abzusehen
295  ch_be_1796.wav	tatsächlich können sie den killern die münze wieder abnehmen	tatsächlich halten sie diesen kindern die menschen angenommen
1269  ch_lu_2504.wav	er trinkt noch einen schluck bier rülpst und schüttelt den kopf	ergreifen eines luk bier gäbst und schiedletten köpfe
1085  ch_bs_1512.wav	dabei fehle es dem staat eigentlich nicht am geld	entweder fehlen sie dem staat eigentlich nicht angelt
1261  ch_lu_0298.wav	auch vollkornbrot mit butter und käse ist zulässig	ein vor amburt mit enkenntnis kaser zulässig
888  ch_sg_2705.wav	sie bat mich erst gerade ihr den tee zu bringen	ich spreche ihnen die erklärungspersonen
815  ch_sg_1591.wav	und es sei demokratisch nicht legitim	ich erseckt demokratismir reduktiv
410  ch_gr_1134.wav	zudem gibt es dort auch noch mischungen mit cola oder zitronenlimonade	zudem gibt es auch getnerlisse mit frauen und erzitra
680  ch_sg_2688.wav	wir traffen uns gegenseitig ins gesicht	nach treffen genannt gegenseitig ins gesicht
867  ch_sg_2473.wav	es hatte den ganzen tag schon ranzig gerochen	ich möchte es auch ergänzt genf verbeschnegt
1070  ch_ag_0969.wav	oft können die experimente dann sogar nützlich sein	es können die experimenten sogar nicht zu verziehen
1111  ch_bs_0036.wav	ich deute ihr mein interesse offensichtlich an	ist diese eher ein interesse offensichtlich an
82  ch_vs_1589.wav	ist albert rösti noch der richtige präsident	ist der hälfte der grössten und richtige präsident
1086  ch_bs_0181.wav	viele verkäufer haben von botanik wenig ahnung	die evpfraktion hat vorhin von der gar nicht wenig eng
1307  ch_lu_1806.wav	narben falten und akne können ebenfalls behandelt werden	wer befindet artikel könnte auch behandeln gehen
