id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie bedeuten kännen ein insessen gemeinden
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die rückweisungsvollen ich hälte ihnen offen gerade
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	und es können ausschuss tage noch bis am sämstlichen
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die regierung hat genug einen schrebegarte
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in welches gibt es bergressene wolche lecke
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu 6 hätten sich die täglichen braucht
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein liefwoch ist die wetterlebliche ungeklärt
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	rück dieser fahnwärts in einem fastreiten werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	die sind für die sind zwei einen dachbarkeit
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochenheit macht sich gefahrenden herkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches noch einmal geht es wie es unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	die ergieht hätte es sich blaupelid
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich bin ihnen den einen entkommen
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steige sowieso umgerne zu sagen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	es gehe immer nicht den viele präminienzätzungen
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	herr dies zu haus im grobeziehungsgibt es ert
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	der prozess sind in ihrer täge
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	das letzt ist man doch noch einmal das wort
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	belden frindet dieser schlecht ein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	es hat uns einer verlängerung der fristbetreffend
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	wir gehen einen nagenen passen
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben es gibt es richten welches feld geregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das weder leisten wir unser kindes und man gegen sind
788  ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle selbst gefährden
920  ch_sg_2499.wav	dafür rieche ich nach schweisse	der fall ist ausmäss
107  ch_vs_1833.wav	leichter regenschauer und windig	die rechtagenfällen und windig
28  ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	ich werde ein dachtiger von eben zu übertrieben sein
556  ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	hier hat es einen sämtlichen felden zuschräge erhalten
182  ch_be_2701.wav	er umarmt sie fest	dieser meinung fest
949  ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	gut den tagnetverblehrten läuft gesagt
1289  ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im wallis gibt es sich bergreisere wollkollegen
1298  ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	herzlichen sind allgement dunkel blassen
641  ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen einen gitten winigen jetzt uns hessen wir
1066  ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	ich aufgang sind wir gerade das heute gelegen
398  ch_gr_2171.wav	highlight der ausstellung sind die sensen	heilheit der ausstellungsinzen
734  ch_sg_2528.wav	du schielst tatsächlich ein bisschen	ich sehe es tätsächlich ein tipfeli
746  ch_sg_2448.wav	er hasste es zu niesen	man hat keines geschliessen
559  ch_zh_2014.wav	was bedeutet das konkret	das heisst jetzt kompfik
443  ch_zh_1052.wav	der apfel kann vielseitig eingesetzt werden	die epflichen kann viel sieber eingesetzt werden
392  ch_gr_1493.wav	die kleine kammer setze falsche prioritäten	der gleichhämmer setzt die fälle signeritäten
939  ch_sg_2666.wav	stell dir vor ich stürze	das gegenfang ist das weg
1135  ch_bs_1856.wav	wie hoch ist das schauerrisiko heute	ich hoch ist sehr riesig heute
326  ch_gr_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	sie umstutzen die kinder zusammen
974  ch_ag_1719.wav	sie wendet sich um und blickt hinunter auf die stadt	sie geht sich um und bleckeben auf die städte
717  ch_sg_2717.wav	seine oberfläche war uneben	wir sind aber flechtfalls in der universität
1312  ch_lu_0503.wav	die trikots wurden von gonzo geklaut	die liegen sind vom ganz gefährdet worden
567  ch_zh_3861.wav	der deutsche kaiser war hocherfreut	bedizinden käsen wie es volkerfreude gewesen
458  ch_zh_1873.wav	zeitweise hat es dichtere schleierwolken	teilweise hat es dichtere schleierwohen
1233  ch_lu_0925.wav	im nächsten jahr soll handtracking hinzukommen	ich möchte also eine händekräge kinder zukommen
1223  ch_lu_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	aber mitwoch ist die weggelegien ungefähr
465  ch_zh_2413.wav	kurz vor weihnachten schneite es leicht	kurz verlienlichten herzlich gesagt
