id	target_txt	prediction
ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleitend gefängnis inselse gemeinsam
ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	ich habe sie offen gelassen
ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	der svpausschuss gegnen bis am selsten
ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die regierung ja nicht genug es ist eine regelwerte
ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wähligen gibt es eine bergrössere wohlenecke
ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu 16 märkungen ist ein täglicher traut
ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein einfach ist wetterleblich ungeklärt
ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	brückte an der fahne zu einem fast tritten werden
ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	die schweiz ist die mit sensareen und deckbarkeit
ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochenende möchte ich der fehlenden herkbar
ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	zusätzliches problem sind die städte ein unterschied
ch_gr_0950.wav	die erde gilt als der blaue planet	die ergebnisse hätten sich auch in personen
ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche dann ein entfallen nachher
ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steige sowieso unernit zu sagen
ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	es gab immer in den vielen perimetsätzen
ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er diszu im grundbeziehung gezert
ch_gr_0980.wav	der prozess dauerte mehrere tage	der präzise sind die irrität durchgeführt
ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	das lex ist man doch notieren gesehen
ch_be_2539.wav	alter freund du schläfst jetzt ein	elder fremd das ist recht ein zwei
ch_zh_3308.wav	es bat um eine verlängerung der frist	es hat uns eine verlängerung der freispartner
ch_vs_1173.wav	am morgen haben wir nebel über basel	ich nehme an dieser stelle einen basmus
ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben ein bisschen aus den wormearspekten geregelt
ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das heisst dass wir unser cindis unergewesen sind
ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle sehen als larm gefährdet haben
ch_sg_2499.wav	dafür rieche ich nach schweisse	ich finde es möglich nicht zulässig
ch_vs_1833.wav	leichter regenschauer und windig	leichter arbeitsmarkt und linder
ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	er wäre das dächtige noch etwas übertrieben zu sein
ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	hier haben extensämtlich einen zuschlag erhalten
ch_be_2701.wav	er umarmt sie fest	annehmen keinen fest
ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	mit den gegnetkapierten ihnen gesagt
ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im wallis gibt es sich bei grossem eventualker
ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	ich habe einen allgemeinen augenmerkungen daran
ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen gibt einen schwierigen jetzt äusserst mir
ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	ich aufgang sind wir gerne es eben zu nutzgelegt
ch_gr_2171.wav	highlight der ausstellung sind die sensen	heilheit für den ausstellungs und zinsen
ch_sg_2528.wav	du schielst tatsächlich ein bisschen	wir sehen es tatsächlich ein gipfeli
ch_sg_2448.wav	er hasste es zu niesen	lassen sie hiessen gehisten zu müssen
ch_zh_2014.wav	was bedeutet das konkret	was heisst ins konkret
ch_zh_1052.wav	der apfel kann vielseitig eingesetzt werden	epfel kann viel sugger eingesetzt werden
ch_gr_1493.wav	die kleine kammer setze falsche prioritäten	dort haben wir es setzt die fehlzeugeritäten
ch_sg_2666.wav	stell dir vor ich stürze	das eidgenössische instirk
ch_bs_1856.wav	wie hoch ist das schauerrisiko heute	ich hoch ist zusammenreisig und heute
ch_gr_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	so unterstützen sie einen kleinen käfer zusammen
ch_ag_1719.wav	sie wendet sich um und blickt hinunter auf die stadt	sie geht sich um die bkw auf die stadt
ch_sg_2717.wav	seine oberfläche war uneben	seine anträge werden unsere universität gewesen
ch_lu_0503.wav	die trikots wurden von gonzo geklaut	die regierung wurden vom ganzen gefährdet
ch_zh_3861.wav	der deutsche kaiser war hocherfreut	wenn die phäsen waren es auch erfreut
ch_zh_1873.wav	zeitweise hat es dichtere schleierwolken	alle einsatzdichterin schliesslich
ch_lu_0925.wav	im nächsten jahr soll handtracking hinzukommen	ich lese sie haben keine kinder zu erhalten
ch_lu_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	aber mir ist die härtellegion geführt
ch_zh_2413.wav	kurz vor weihnachten schneite es leicht	kurz verlieren ihnen ganz ein bisschen gesagt
ch_lu_2458.wav	irgendjemand pfuscht mir hier ins handwerk	irgendwelt finden wir ein handref
ch_gr_0171.wav	jetzt hab ich dich du alter sünder	jetzt habe ich wieder gewährt
ch_gr_1527.wav	aber alle haben dieselben sorgen	er hat alle einen der liegenleben
ch_gr_1687.wav	und jetzt stopft er sich mit fleisch voll	am letzten jahr wäre sich nicht kleinsvolle
ch_ag_0598.wav	die sechsunddreissig jährige greta gysin zieht ins parlament ein	die sachsende diskussion zu dieses parlament ein
ch_lu_2472.wav	meine güte roch der arme ranzig aus dem mund	da hat eine lanz habe ich uns nur ungeschneckt
ch_sg_2648.wav	geliehen hab ich es nicht gestohlen	ich habe es ausdrehend nicht gestellt
ch_vs_0046.wav	ich zog mich also vor dem arzt aus	ich kann also für den arzt abgezogen werden
ch_vs_1991.wav	es ist immer teil von machstrukturen	es ist in einem teil von 8 strukturen
ch_vs_0693.wav	das geheimrezept wildblumen	das kennen wir zept meldbern
ch_vs_0268.wav	also drei grad mehr als heute	also diese ihre gerade nie reiten
ch_gr_1861.wav	lockerschnee weisst eine extrem geringe dichte auf	jürg iseli extrem geringer richtig
ch_sg_1034.wav	seitdem ist der ort selbstständig	siteil ist dieser antrag sehr standard
ch_be_2673.wav	aber ich tanze nicht nach deiner pfeife	aber ich denke nach gynakifen
ch_gr_2389.wav	ja ich glaube jetzt habe ich das verstanden	ich gebe das hängige verständnis
ch_ag_1523.wav	allerdings ist sie nicht selbstverständlich	andern sind sie nicht selbstverständlich
ch_sg_0924.wav	videoconferencing boomt	dieser kantonalen sendungen
ch_vs_2693.wav	ich trank noch ein glas	ich kann mich gross vergleichend
ch_sg_2675.wav	du tanzt so leicht wie eine feder	die idee ist verleicht ja noch federn
ch_lu_1780.wav	ich kehre laub immer nur ende herbst	ich wisse es wäre eher noch ende herbst
