id	target_txt	prediction
ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleiten ein insassen gemeinsam
ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die jukosformen haben sie offengelassen
ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	der monesklausschuss tagten besamstet
ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die regierung jahre hat gemunden einen fext ein rebegarten
ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	erwähnt gibt es eine bergressere woche
ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu sechs so herzlichen dank für die täglichen trauck
ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein misswoch ist wetterleblich ungeklärt
ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	dieser rücktrahmen zu einem festritten werden
ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	sonntagstieren wir sehen sie reihen am deckbarkeit
ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochenende macht sich der fehlerin beherkbar
ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches problem sind die städte ein unterschied
ch_gr_0950.wav	die erde gilt als der blaue planet	die herren gilt häslerlaupen nicht
ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche darauf ein darauf zurück
ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steige sowieso umgehen zu sagen
ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	es sagen immer in den vier perimengesetzen
ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er diszus im grundbeziehungsgezählt
ch_gr_0980.wav	der prozess dauerte mehrere tage	diese prozesse sind ihre tätigkeit
ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	das lex ist man doch notieren gesehen
ch_be_2539.wav	alter freund du schläfst jetzt ein	eldefremd das ist jetzt ein
ch_zh_3308.wav	es bat um eine verlängerung der frist	es handelt sich um eine verlängerung der freisberger
ch_vs_1173.wav	am morgen haben wir nebel über basel	in meiner ehren hat erfassung
ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das hat ein bisschen leichter wernmessfähig geregnet
ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das wollen wir heissen unser kindes umgehen
