id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleiten kännen es inselse gemeinde
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die jugost von ihnen ich hält sie offenglassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	der unässeren ausschuss tegnommen bis am sämstlich
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die regierung hat gemunden verbegarten
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wallistet es bergressere wolche lecke
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	die sektion hat für das täglichen braut
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein meinwoch ist die wetterlebe nach unklärt
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	die rück der fahrmärze in einem fastreiten werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	die scheinterstierung sind zwei an dachbarkeit
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochen hätte macht sich gefehrenden herkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	die zusätzliches moment im spitz wie es unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	die argen gibt es der blaube nicht
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich gebe den einen kuhen hätte nachhauf
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steike sowiese ungärlich sagen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	das sogen immer wieder vier prämientsätzungen
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	hra dieses haus im grobenbeziehungsdiziert
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	die prozess sind in ihrer täge dauer
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	das letzte ist man dann knuttiert sehr
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	die hälte frindet diesen schlechst ein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	es hat uns einer verlängerung der fristbaken
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	die murgehen in der modellen passung
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben es gibt es richten währe geregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das wollen wir ein kindes und man gegen sind
788  ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle jetzt auch ein laub gekehr
920  ch_sg_2499.wav	dafür rieche ich nach schweisse	dafür führes möchte ich ausmäss
107  ch_vs_1833.wav	leichter regenschauer und windig	die rechtagen fällen und lindig
28  ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	wir haben ein tächtiges kule leben zu übertrieben schein
556  ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	hier haxtensamtlich halten zuschläge in den kommen
182  ch_be_2701.wav	er umarmt sie fest	aber noch einmal fest
949  ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	gut der tagnekapp lehrten will gesagt
1289  ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im wall es gibt es ein paar gressere wulklecken
1298  ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	fage sind allgement dunkenblar grabe
641  ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen gibt es winiger ressourcen nicht
1066  ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	ich habe gerne sie das heute gelegen
398  ch_gr_2171.wav	highlight der ausstellung sind die sensen	heilleit der ausstellungs im zinzelnen
734  ch_sg_2528.wav	du schielst tatsächlich ein bisschen	verschiedene sie tätsächlich ein titzeli
746  ch_sg_2448.wav	er hasste es zu niesen	als kasten geschliessen
559  ch_zh_2014.wav	was bedeutet das konkret	das heisst das konkleg
443  ch_zh_1052.wav	der apfel kann vielseitig eingesetzt werden	die epflich kann viel sugen die gesetzt werden
392  ch_gr_1493.wav	die kleine kammer setze falsche prioritäten	der kleinge hämmer setzt feldsegleritäten
939  ch_sg_2666.wav	stell dir vor ich stürze	das gegenfang ist gerade
1135  ch_bs_1856.wav	wie hoch ist das schauerrisiko heute	wie hoch ist sammer risikel nicht
326  ch_gr_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	deshalb stutzen dem kindergesammen
974  ch_ag_1719.wav	sie wendet sich um und blickt hinunter auf die stadt	so gerade sich um und bleckeben auf die stadt
717  ch_sg_2717.wav	seine oberfläche war uneben	sie haben das recht festgesehen
1312  ch_lu_0503.wav	die trikots wurden von gonzo geklaut	die regierung sind vom ganz gefährden
567  ch_zh_3861.wav	der deutsche kaiser war hocherfreut	wenn die käser uns hohe freude gewesen
458  ch_zh_1873.wav	zeitweise hat es dichtere schleierwolken	beilweis hat es dichterischlei erwöhen
1233  ch_lu_0925.wav	im nächsten jahr soll handtracking hinzukommen	ich nächste also hand kräge kinder zukommen
1223  ch_lu_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	aber mitbruch ist die wegerlagen ungeklärt
465  ch_zh_2413.wav	kurz vor weihnachten schneite es leicht	kurz verlieren möchten herzbitzungsnig
1254  ch_lu_2458.wav	irgendjemand pfuscht mir hier ins handwerk	irgendwert befinden wir handwerf
338  ch_gr_0171.wav	jetzt hab ich dich du alter sünder	jetzt keine weiteren sinner
350  ch_gr_1527.wav	aber alle haben dieselben sorgen	aber einen gleichen sargen
379  ch_gr_1687.wav	und jetzt stopft er sich mit fleisch voll	jetzt stabt darf sich nicht kleines vor
998  ch_ag_0598.wav	die sechsunddreissig jährige greta gysin zieht ins parlament ein	ich fachsenbeichsjährig zu dieses parlament gilt
1313  ch_lu_2472.wav	meine güte roch der arme ranzig aus dem mund	dort hat einen anzelnen aus dem muhl geschnekt
774  ch_sg_2648.wav	geliehen hab ich es nicht gestohlen	hier ausgelehnt nicht gestellen
119  ch_vs_0046.wav	ich zog mich also vor dem arzt aus	ich kann ihnen unserer marzt abgezogen
153  ch_vs_1991.wav	es ist immer teil von machstrukturen	es ist immer teil der machtsdrukturen
79  ch_vs_0693.wav	das geheimrezept wildblumen	das kenne rezept mildpläner
53  ch_vs_0268.wav	also drei grad mehr als heute	also der sicher hat nicht einige
403  ch_gr_1861.wav	lockerschnee weisst eine extrem geringe dichte auf	ja geschnehmen wenn extrem gringe richtung
708  ch_sg_1034.wav	seitdem ist der ort selbstständig	die sitell ist der art selbstständer
227  ch_be_2673.wav	aber ich tanze nicht nach deiner pfeife	aber ich denke für nicht nach glakive
309  ch_gr_2389.wav	ja ich glaube jetzt habe ich das verstanden	ich glaube es haniges verständen
951  ch_ag_1523.wav	allerdings ist sie nicht selbstverständlich	allerdings setzen eine pfachses tänglich
931  ch_sg_0924.wav	videoconferencing boomt	die regierung kantonalen sind bund
135  ch_vs_2693.wav	ich trank noch ein glas	ich kann es geld gereichen
842  ch_sg_2675.wav	du tanzt so leicht wie eine feder	das ist eine lecht jene sagen werden
1272  ch_lu_1780.wav	ich kehre laub immer nur ende herbst	ich erste selbst immer noch ende hergst
704  ch_sg_2501.wav	nicky rollte sich auf die seite	ich glaube das auch zeite kart
1120  ch_bs_1499.wav	seit zehn jahren ist sie konstant	die gefehljahre ist sekanstand
57  ch_vs_2494.wav	ich bin nur so gerannt um dich einzuholen	ich bin heuse gesaket der schule
127  ch_vs_2678.wav	ich fürchte dass er euch täuscht	ich richte diesen fehlen geist
1140  ch_bs_0221.wav	aber er widersprach auch nicht	aber wir haben nicht ende in der spruche
