id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begreiten kännen es unseres gemeinsam
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die rückweisungsantrag ihnen haben sie offen gerade
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	und nächster ausschuss tegn noch bisher am selster
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die regierung hat genug eine setzensrebegarte
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wallis gibt es ein paar grössere wolche lecke
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu sechs soll hat vergessen sich die taglichen gross
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein meinuch ist die wetterleb nach ungeklärt
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	ich brückt dieser fahnwegs und einer fast hittel werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	scheiterstiebung sind zu reien und dachbarker
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochen hat macht sich gefehlenden herkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches noch einmal ein spitzes unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	die arge geht es der blaupel nicht
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche den einen entfuhren recht auf
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steige sowieso unwärmung sagen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	es gehe immer wieder viele prävinentsätzungen
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er gibt es haus im grundbeziehungsgeht es ert
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	der prozess hat ihrer täge geschaut
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	das letzt ist man doch knuttieren gesehen
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	belden frindet dieser schlechst etwas sein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	es hat auch einer verlängerung der frissbatten
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	wir gehen einen lebenen passung
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben es gibt es richterweilmassfeld geregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das wollen wir uns ein kindes und man gegen sind
788  ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle gesehen ein laub gefährden
920  ch_sg_2499.wav	dafür rieche ich nach schweisse	dafür führt es wirklich ein lässe
107  ch_vs_1833.wav	leichter regenschauer und windig	lechterwegen fällen endlindung
28  ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	aber werden es dachtige kulle eben zu übertrieben sein
556  ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	diese haxtensamtlich halten zuschläge in den kommen
182  ch_be_2701.wav	er umarmt sie fest	dieser meinung verfesst
949  ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	gut den tagnekapplierten löff gesagt
1289  ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im wall es gibt sich bargressrevolkolleken
1298  ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	ich habe es eine allgement dunkenblar grau
641  ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen einen gitten winigen ressourcen
1066  ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	auch aufganzen wir gerne es eben gesutz gelegen
398  ch_gr_2171.wav	highlight der ausstellung sind die sensen	heilheit der ausstellungsinzelnen
734  ch_sg_2528.wav	du schielst tatsächlich ein bisschen	für sehr tätsächlich ein tipfeli
746  ch_sg_2448.wav	er hasste es zu niesen	das hat kesten geschlössen
559  ch_zh_2014.wav	was bedeutet das konkret	das heisst das kompleg
443  ch_zh_1052.wav	der apfel kann vielseitig eingesetzt werden	dort kann viel suger eingesetzt werden
