id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie betreiten kännen ein insessen gemeinden
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	durchfonds ich hätte sie auf den gelassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	und nächste ausschusstegner bisher am sämsten
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	seit vier jahren eine gemunde fetzielle regelärde
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wahllichtet das par grössere wohenlecke
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zur sektion hätten sich täglichen braucht
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein liefwuch ist die wetterlebliche unklärt
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	gerückt dieser fahrheit zu meiner fast hinter werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	schildverstierend sind freien am dachbarkeit
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochenhände macht sich gefehlenden herkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches problem sind spielt wie es unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	er gibt also auch nicht
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche den einen kurzen nechkoff
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steige sowieso umgehene sargen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	es gehe immer wieder viele prämienzsätze gehen
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	herr diszuhaus im grundbeziehungsdizert
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	der prozess hat mehrerer täge gedauert
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	das letzte ist man doch nicht direkt sehen
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	belden freude ich diesen schlecht zwei sind
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	es hätte auch eine verlängerung der fristbetten
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	im moment haben wir noch etwas passen
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben ein bisschen welches feld geregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	also wenn wir ein kindes und mehr gegen sind
788  ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle zusammen ein laub gefährden
920  ch_sg_2499.wav	dafür rieche ich nach schweisse	davon flässt möchte ich nichts flässt
107  ch_vs_1833.wav	leichter regenschauer und windig	lechter ebenfalls und lindig
28  ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	aber wenn es dächtige folgendes über die ebenfalls
556  ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	hier lextensamtlich haben zuerschläge erhalten
182  ch_be_2701.wav	er umarmt sie fest	dieser motionär verfesst
949  ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	gut den gegneten verplehrten löffe gesagt
1289  ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	und alles gibt es sich bargressere wollklecken
1298  ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	herzlichen allgementen dunken blar
641  ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen gibt es winiger ein aushässener
1066  ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	ich aufganzen sind wir gerne es überzulegen
398  ch_gr_2171.wav	highlight der ausstellung sind die sensen	heilheit der ausstellungsinzeln
734  ch_sg_2528.wav	du schielst tatsächlich ein bisschen	für sehr tätsächlich es gipfeli
746  ch_sg_2448.wav	er hasste es zu niesen	das hat kesten zu lösen
559  ch_zh_2014.wav	was bedeutet das konkret	was heisst das konfekt
443  ch_zh_1052.wav	der apfel kann vielseitig eingesetzt werden	die opfel kann viel suber eingesetzt werden
392  ch_gr_1493.wav	die kleine kammer setze falsche prioritäten	der klein haben wir setzt fälle seine lehritäten
939  ch_sg_2666.wav	stell dir vor ich stürze	das thema ist dort
1135  ch_bs_1856.wav	wie hoch ist das schauerrisiko heute	ich hoch ist es sammelweise heute
326  ch_gr_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	sie unterstützen die kinder zu zahlen
974  ch_ag_1719.wav	sie wendet sich um und blickt hinunter auf die stadt	sie geht sich um und block auf die städte
717  ch_sg_2717.wav	seine oberfläche war uneben	sind auch das recht vertnehmensunnen extrem
1312  ch_lu_0503.wav	die trikots wurden von gonzo geklaut	liebe sind vom ganz gefährdet worden
567  ch_zh_3861.wav	der deutsche kaiser war hocherfreut	bedeutet sind wie es hohe erfreut gewesen
458  ch_zh_1873.wav	zeitweise hat es dichtere schleierwolken	teilweise hat es dichterin schlei erhöhen
1233  ch_lu_0925.wav	im nächsten jahr soll handtracking hinzukommen	ich möchte sie hände kennen zukommen
1223  ch_lu_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	aber mitbruch ist die wegen ladel ungefähr
465  ch_zh_2413.wav	kurz vor weihnachten schneite es leicht	kurz vor jene nicht hätte es bisher geschnitt
1254  ch_lu_2458.wav	irgendjemand pfuscht mir hier ins handwerk	irgendwett befinden wir uns handwerf
338  ch_gr_0171.wav	jetzt hab ich dich du alter sünder	jetzt habe ich eine interual den sämmern
350  ch_gr_1527.wav	aber alle haben dieselben sorgen	aber alle haben dieselbe sarben
379  ch_gr_1687.wav	und jetzt stopft er sich mit fleisch voll	jetzt stellt sich nicht kleines vollen
998  ch_ag_0598.wav	die sechsunddreissig jährige greta gysin zieht ins parlament ein	und fachsend richtig jahre zu dieses parlament ein
1313  ch_lu_2472.wav	meine güte roch der arme ranzig aus dem mund	dort hat einen anderenzlichen mull geschnekt
774  ch_sg_2648.wav	geliehen hab ich es nicht gestohlen	herr ausgelehnt nicht bestellen
119  ch_vs_0046.wav	ich zog mich also vor dem arzt aus	ich kann ihnen unserer marzt abgezogen
153  ch_vs_1991.wav	es ist immer teil von machstrukturen	es ist ein solcher teil von 8 strukturen
79  ch_vs_0693.wav	das geheimrezept wildblumen	das kennrezept mildplänge
53  ch_vs_0268.wav	also drei grad mehr als heute	also der regierungsrat nicht einweihungen
403  ch_gr_1861.wav	lockerschnee weisst eine extrem geringe dichte auf	jücker schnehmen wenn extrem gringer richtung
708  ch_sg_1034.wav	seitdem ist der ort selbstständig	sitell ist der anträge selbstständig
227  ch_be_2673.wav	aber ich tanze nicht nach deiner pfeife	aber ich denke für nicht nach gelakive
309  ch_gr_2389.wav	ja ich glaube jetzt habe ich das verstanden	ich glaube wolle es handlungsverständen
951  ch_ag_1523.wav	allerdings ist sie nicht selbstverständlich	anderen sind es für die fachschlich
931  ch_sg_0924.wav	videoconferencing boomt	ich denke kannform sehr punkt
135  ch_vs_2693.wav	ich trank noch ein glas	ich kann es gelässe gereichen
842  ch_sg_2675.wav	du tanzt so leicht wie eine feder	die gedanz ist verlierecht ja noch federwerb
1272  ch_lu_1780.wav	ich kehre laub immer nur ende herbst	ich fest das wort immer noch ende hergst
704  ch_sg_2501.wav	nicky rollte sich auf die seite	ich habe zuerst auch gesette gehalt
1120  ch_bs_1499.wav	seit zehn jahren ist sie konstant	seit fehljahren ist sehr konstand
57  ch_vs_2494.wav	ich bin nur so gerannt um dich einzuholen	ich bin heraus eine gesekret der schweizfuhle
127  ch_vs_2678.wav	ich fürchte dass er euch täuscht	ich richte diesen verhält gestellt
1140  ch_bs_0221.wav	aber er widersprach auch nicht	warum haben nicht einfach nicht ersprochen
771  ch_sg_0063.wav	das auto rast durch die nacht	das auto laster blecht
1056  ch_ag_2207.wav	ich starre in die weiten des ozeans	aber wegen die rede von morzent gestärkt
828  ch_sg_1142.wav	sonst ist es dann morgen wieder trocken	für mich ist es dermals nicht tachen
404  ch_gr_1849.wav	drohnen vermessen die schneedicke	teilne verlesen sie nicht decke
322  ch_gr_1723.wav	er warf die flasche zur seite	er hat sich auf zeiten gelerfen
1022  ch_ag_2601.wav	ich wohne in einem kleinen hotel und erhole mich	das wollen eine fleine halten anderhalle nicht
1023  ch_ag_2629.wav	auf diese weise sparst du jede menge zeit	auf diese wäre es ihren margezeit
1216  ch_lu_0474.wav	wochentags werden eher frühstücksflocken zum frühstück serviert	unter den wochungen müssen wir nicht zu morgen
1215  ch_lu_2505.wav	dann rülpste er gewaltig und kicherte darüber	energärung gärz und redezeit gelecht
438  ch_zh_3686.wav	wir waren total erstaunt über lena	wir sind vergangene strukturen gewinnen
1262  ch_lu_1838.wav	am abend klar mit wenigen wolken	man logikler nicht ein paar willke
1195  ch_bs_1698.wav	hommes bereitet schon das haus vor	der ordnung möchte sich ausgewährt
877  ch_sg_2261.wav	du malst das ja sehr bunt aus	die nächste sehr butter
660  ch_zh_2953.wav	die zahl der betroffenen schwankt	die zehn der betroffene schrankt
540  ch_zh_2758.wav	doch es kam andersnein	agrenz ist endes kommen
1047  ch_ag_2588.wav	sie war ausgeruht hungrig glücklich	sie war uns gewesen hondelung glecklich
1218  ch_lu_1018.wav	diese volksbräuche sind europaweit verbreitet	die volksbichseler und politverträge
418  ch_gr_2207.wav	ich starre in die weiten des ozeans	ich stehe entweiter des orzeals
420  ch_gr_2561.wav	eine alte frau schrie auf	eine hälte frau hat aufgestrahlen
1015  ch_ag_1888.wav	am abend nicht ganz wolkenlos	ein magel ist es nicht ganz wohl aus
311  ch_gr_1864.wav	auf zweitausend metern elf grad	auf 2 mit der elf gräbe
873  ch_sg_1754.wav	unglaublich er zerpflückt dich ja	ungerblich nimmt diese argumente
1013  ch_ag_0228.wav	du hast mir damals alles weg gegessen	das ist mir dazu noch ein alles werklassen
782  ch_sg_1631.wav	die schweiz eine schwimmnation	das wird ein vieler sehr
1219  ch_lu_2539.wav	alter freund du schläfst jetzt ein	alterkollege schlagen jetzt ein
565  ch_zh_3685.wav	der unfall verursachte zwei tote	der umfall hat es jetzt heute geführt
604  ch_zh_0987.wav	beliebtes ziel ist der stockberg	beliebt das ziel ist der stockberg
37  ch_vs_2641.wav	du magst ihn und das spürt er	sie machen und das gespiel gerne
1256  ch_lu_2302.wav	dann drehe sich für ihn die zeit zurück	dann freien sich findet zeit zurück
886  ch_sg_2711.wav	sie ist schon vor langer zeit umgezogen	wir sind von länger zeit vergelten
1231  ch_lu_0528.wav	das zeigte sich am dienstagabend	das hat sich am syssiger wie gezeigt
1102  ch_bs_2437.wav	sie naschte von den pralinen	sie hat es von den klaren gessen
73  ch_vs_1228.wav	der april macht wieder mal was er will	grossrätin macht einmal der haserlehre
643  ch_zh_1695.wav	sie sind sicher gut vorbereitet	sie sind sicher gut vorgelägt
31  ch_vs_2668.wav	dann stürzt du dich von einem kliff	das dürze ist zu den famenkref
686  ch_sg_0074.wav	vor allem du siehst dich ein bisschen um	von allem grösseren explizionen
1238  ch_lu_2667.wav	deshalb stürze ich auch hin und wieder ab	deshalb steht sich haben um zu legar ab
166  ch_vs_0655.wav	sofort sah er das rotkäppchen	sofort hätte das redner gesehen
23  ch_vs_2330.wav	der plan wurde fallengelassen	ich gehe nicht lösung
61  ch_vs_2523.wav	ich schaue mir das im auto an	ich lebe zu sagen
446  ch_zh_1720.wav	endlich wendete sich das schicksal	entwick hat sich schon gesagt
616  ch_zh_1468.wav	weshalb haben sie eigentlich deutschland im auge	unser haben sagen wichtig keine mage
48  ch_vs_0254.wav	diese benötigen viel strom	das bleiche für ein strom
1277  ch_lu_1555.wav	das problem sind nicht die kantonsgrenzen	das vorliegende kantonsgenzen
