id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleiten kennen es insassen gemeinsam
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die jukos vorhin haben sie offengelassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	die universität und nesglo ausschusstagnen bis am selsten
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	seit vier jahren hat genug eine fette unsreben gehört
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wallis gibt es ein paar grössere wolkenecken
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu sechs zürich herken sie dieses pädler traut
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	eine liefwach ist werterlebliche ungefähr
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	brückter fahnarzt einer fast reite werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	schweizerischerweise sieht es areen und achtbarkeit
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	ein wochenende nächstes verfehlender herkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	zusätzlich noch einmal ein spitzes unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	die arbeiten gilt herzlich alle personen
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche den einen einen nachkauf
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich streite soviel ungärlich zu sagen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	das sogar immer an der vier perminengesetze
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er hat uns zuhaus im grundbeziehungszirkt
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	diese prozesse sind ihre teile dauert
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	das lex lex ist man doch noch tiere sehen
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	belder freuen sie diesen schlecht jetzt ein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	es hätte nach einer verlängerung der freispatten
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	immer gar noch der befassung
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben ein bisschen der wermessfeld geregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das heisst für unser kindes untergehen
788  ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle ein laubes gefährdet
920  ch_sg_2499.wav	dafür rieche ich nach schweisse	dafür sind wir christoph neuhaus mäss
107  ch_vs_1833.wav	leichter regenschauer und windig	lachtagen fälle andringung
28  ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	wer das tächtige kuh etwas über die liberscheinung scheint
556  ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	ja extern sämtlich hält dazu schläger erhalten
182  ch_be_2701.wav	er umarmt sie fest	armut verfasst
949  ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	mit den tagnetkappeten wollen es gesagt
1289  ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	um wallis gibt es ein paar greiserevolkollekte
1298  ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	herzliche allgemein dunkerblar
641  ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen schwieriger ressourcen wir
1066  ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	ich aufgrund der grossratsmitglieder
398  ch_gr_2171.wav	highlight der ausstellung sind die sensen	heilheil der ausstellung sind die zinzeln
734  ch_sg_2528.wav	du schielst tatsächlich ein bisschen	wir sehen tetsächlich ein tipfeli
746  ch_sg_2448.wav	er hasste es zu niesen	also die kesten zu lösen
559  ch_zh_2014.wav	was bedeutet das konkret	das weiss das konkret
443  ch_zh_1052.wav	der apfel kann vielseitig eingesetzt werden	die epfel kann viel saubere gesetzt werden
392  ch_gr_1493.wav	die kleine kammer setze falsche prioritäten	dort haben wir es setzt die fehlzeitigeritäten
939  ch_sg_2666.wav	stell dir vor ich stürze	das thema ist direkt
1135  ch_bs_1856.wav	wie hoch ist das schauerrisiko heute	wie hoch ist es sehr riesig und heute
326  ch_gr_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	es kommt solche kilogrammer zu sehen
