id	target_txt	prediction
ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleitet insassen gemeinsam
ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die rücklichen formen haben sie offengelassen
ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	hat man nein den ausschuss die gegner bis am selbsten
ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die regierung haben gemunkelt unsere regeln gehört
ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im wallisten gibt es eine bergrössere wochenecke
ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu den sak herzlichen das täglichen druck
ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	am einfach ist die wegweisung nach ungeklärt
ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	brückt erfahrung zu einer fastritte würden
ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	schwitzer sind wir sendungsreen und achtbarkeit
ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochenende macht sich der jehrerin herkbar
ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	das zusätzliche problem sind die städtesunterschiede
ch_gr_0950.wav	die erde gilt als der blaue planet	die ergebnisse gilt hässig blauig
ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche darauf ein nach vorne
ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steige eine vision umwährungsargang
ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	es geht immer in den vielen perimentsätzen
ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er hat dieszuhaus im grundbeziehungsbeziehungsweise erde
ch_gr_0980.wav	der prozess dauerte mehrere tage	der prozess ist die ihre tätigkeit
ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	das lex ist natürlich nicht ihr gesehen
ch_be_2539.wav	alter freund du schläfst jetzt ein	beldefremd das wäre jetzt ein
ch_zh_3308.wav	es bat um eine verlängerung der frist	es hat nach einer verlängerung der fristpakete
ch_vs_1173.wav	am morgen haben wir nebel über basel	in diesem rehren werden wir passen
ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben ein bisschen den höheren massfähig geregnet
ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das wollen wir heissen unser kindisches umgehen
ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle ein laub gefährdet
ch_sg_2499.wav	dafür rieche ich nach schweisse	es ist ein wesentliches mess
ch_vs_1833.wav	leichter regenschauer und windig	richtig wäre davon und linder
ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	aber es stimmt eigentlich noch etwas zu übertrieben scheint
ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	diese letztendlichen haben zuständig erhalten
ch_be_2701.wav	er umarmt sie fest	am montag verfasst man
ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	mit der gegnerkapierte wohl gesagt
ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im wallis gibt es ein paar grössere wohlkreise
ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	sie haben ihren allgemeinen dunkel daran
ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen gibt es weniger jetzt äusserst nicht
ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	nun komme ich zum schluss dagegen
ch_gr_2171.wav	highlight der ausstellung sind die sensen	einheit für die ausstellung sind zusammen
ch_sg_2528.wav	du schielst tatsächlich ein bisschen	wir sind uns tatsächlich ein gipfeling
ch_sg_2448.wav	er hasste es zu niesen	es gibt keinesten zu müssen
