id	target_txt	prediction
ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleiten kennen es insässig gemeinsam
ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die rückweisung von ihnen haben sie offengelassen
ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	der universität steht noch die tagten bisher selbst
ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	das regierungsrat hat genug eine setzungsrebenhörde
ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im welchen gibt es eine bergrössere wochenecke
ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu 6 stunden herken wir das tägliche traut
ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein einfach ist wetterrägliche unklar
ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	berücksichtigen werden wir in einem feststreiten
ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	scheint uns diese wir sehen es rein und dachbarkeit
ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	ein wochenheit nächstes verfehlinge herkbar
ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches noch einmal ein unterschied
ch_gr_0950.wav	die erde gilt als der blaue planet	die regierung hätte es sich bloss nicht
ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche hier einen einen rauf
ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steige sowieso ungängig zu sagen
ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	das sagen immer in den vielen prämienzen
ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er hat uns zuhaus im grundbeziehungsgezert
ch_gr_0980.wav	der prozess dauerte mehrere tage	wir sind prozesse in ihrer tätigkeit dauern
ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	es ist schlicht dass man noch tiere sehen will
ch_be_2539.wav	alter freund du schläfst jetzt ein	ende freut dies schlecht zu kinder
ch_zh_3308.wav	es bat um eine verlängerung der frist	es handelt sich um eine verlängerung der vereinspoten
ch_vs_1173.wav	am morgen haben wir nebel über basel	ich erinnere an dieser stelle
ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben ein bisschen den werner massvertregelt
ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das wollen wir reisen für uns ein kind umgewesen
ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle ein lebes gefehrt werden
ch_sg_2499.wav	dafür rieche ich nach schweisse	ich finde es eigentlich nicht zu lässt
ch_vs_1833.wav	leichter regenschauer und windig	leichter werden von unlindig
ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	es wäre ein stächtiges wohl eben zu übertrieben
ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	diese letztendlich haben den zuschlag erhalten
ch_be_2701.wav	er umarmt sie fest	er lärm keine fest
ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	mit der tagneckapiertenrechte sagte
