id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie bedeuten kennen es insassen gemeinsam
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	ich habe sie offen gejahrt
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	ausschuss tagne bis am selbsten
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	seit vier jahren haben genug eine vetzesänderung gehört
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wallisten gibt es bern grössere wochenlecken
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu 6 stimmen hat für dieses tägliche traut
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	alleinfach ist die werträgliche unklar
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	berücksichtigter fahrende forstreiten werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	schildverständlich sehen sie einen dachbarkeit
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	ein wochenheit nächster fehlender herkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	zusätzlich hat es mir ein unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	die erde gilt herzlich blauer nicht
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spelle den einen entkuh nach auf
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steige soviel auch eine ähnlich zu sagen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	das sage immer in der vielen prämienzähle
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er hat uns zu haus im grundbeziehungswehrt
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	für die prozesse sind in ihrer teile dauern
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	herr schlechs ist man doch noch tiere gesehen
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	eldefremd das schlecht etwas sein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	es haben uns eine verlängerung der fristpaketen
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	die motionäre lager erfassen wir
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben ein bisschen der warme haasfeld geregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das wollen wir heissen wir unser kind untergehen
788  ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden auch ein land gefährden
920  ch_sg_2499.wav	dafür rieche ich nach schweisse	ich fasse mich schlussmäss
107  ch_vs_1833.wav	leichter regenschauer und windig	leichter arbeiten fallsnahmen
28  ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	da wäre es dachtige lebensübertreben sein
556  ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	hier wäre es sämtliche hälfte dazu ein schlager erhalten
182  ch_be_2701.wav	er umarmt sie fest	dann wäre fest
949  ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	mit der tagendfrage lehrten hof gesagt
1289  ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im wallis gibt es ein paar grössevolkolleka
1298  ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	ich habe es eine allgemeine augenmerkung von blaugram
641  ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen gibt es einen schwenigen ressource hals wir
1066  ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	ich aufgang zum themenblock 5g lagen
398  ch_gr_2171.wav	highlight der ausstellung sind die sensen	eine heilheit der ausstellung sind zusammen
734  ch_sg_2528.wav	du schielst tatsächlich ein bisschen	wir sehen tatsächlich ein dipfeling
746  ch_sg_2448.wav	er hasste es zu niesen	die arbeitskasten zu müssen
559  ch_zh_2014.wav	was bedeutet das konkret	das heisst das konkret
443  ch_zh_1052.wav	der apfel kann vielseitig eingesetzt werden	die herbsel kann viel sugger eingesetzt werden
392  ch_gr_1493.wav	die kleine kammer setze falsche prioritäten	dort haben wir ersetzt die fehlzergeoritäten
939  ch_sg_2666.wav	stell dir vor ich stürze	das stehe defin ist stärk
1135  ch_bs_1856.wav	wie hoch ist das schauerrisiko heute	in der hof ist samrisiko heute
326  ch_gr_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	sonst umstünden sie im kinder gehäfer zählen
974  ch_ag_1719.wav	sie wendet sich um und blickt hinunter auf die stadt	sie geht sich um die ettferne auf die stadt
717  ch_sg_2717.wav	seine oberfläche war uneben	sie haben dieses gesetz angelangt
1312  ch_lu_0503.wav	die trikots wurden von gonzo geklaut	liege sind vom ganzen gefährden
567  ch_zh_3861.wav	der deutsche kaiser war hocherfreut	bedingungsenthasen waren es voller erfreut
458  ch_zh_1873.wav	zeitweise hat es dichtere schleierwolken	teilweise hat es dichterische erhöhung
1233  ch_lu_0925.wav	im nächsten jahr soll handtracking hinzukommen	ja soll ein hände kennen dazu gekommen
1223  ch_lu_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	aber mehr darauf ist die sekundarin unklar
465  ch_zh_2413.wav	kurz vor weihnachten schneite es leicht	künfte familienleft hat es gesagt
1254  ch_lu_2458.wav	irgendjemand pfuscht mir hier ins handwerk	irgendwert befinden wir uns handwerk
338  ch_gr_0171.wav	jetzt hab ich dich du alter sünder	jetzt habe ich vintel allen sender
350  ch_gr_1527.wav	aber alle haben dieselben sorgen	aber alle in der gleichen sargen
379  ch_gr_1687.wav	und jetzt stopft er sich mit fleisch voll	letzteres stand sich nicht kleinstvoll
998  ch_ag_0598.wav	die sechsunddreissig jährige greta gysin zieht ins parlament ein	zu sachsende beispielsweise dieses parlament
1313  ch_lu_2472.wav	meine güte roch der arme ranzig aus dem mund	dort hat diesen anland einmal umgemeckt
774  ch_sg_2648.wav	geliehen hab ich es nicht gestohlen	herzlich ausgelehnt nicht gestellt
119  ch_vs_0046.wav	ich zog mich also vor dem arzt aus	ich kann uns für den arzt abgezogen werden
153  ch_vs_1991.wav	es ist immer teil von machstrukturen	es handelt sich um einen solchen teil des achtsdrukturen
79  ch_vs_0693.wav	das geheimrezept wildblumen	das keinere zept meldbem
53  ch_vs_0268.wav	also drei grad mehr als heute	also sind sie unseren neuen leuten
403  ch_gr_1861.wav	lockerschnee weisst eine extrem geringe dichte auf	lückerschnitte extrem gring richtig
708  ch_sg_1034.wav	seitdem ist der ort selbstständig	seit teil ist der antrag selbstständig
227  ch_be_2673.wav	aber ich tanze nicht nach deiner pfeife	aber ich denke dass wir die nach gleich akiven
309  ch_gr_2389.wav	ja ich glaube jetzt habe ich das verstanden	ich gebe das habe ich verständnis
951  ch_ag_1523.wav	allerdings ist sie nicht selbstverständlich	anderen senden sachverständlich
931  ch_sg_0924.wav	videoconferencing boomt	ich habe ein kanfonelles sehr gut
135  ch_vs_2693.wav	ich trank noch ein glas	ich für uns gleichsbegreifend
842  ch_sg_2675.wav	du tanzt so leicht wie eine feder	die tendenz ist leicht jemand sagen
1272  ch_lu_1780.wav	ich kehre laub immer nur ende herbst	ich fest das wäre immer noch ende herbst
704  ch_sg_2501.wav	nicky rollte sich auf die seite	ich sehe herzlich zeiten gehört
1120  ch_bs_1499.wav	seit zehn jahren ist sie konstant	sein sehr jahres ist siegenstand
57  ch_vs_2494.wav	ich bin nur so gerannt um dich einzuholen	ich spiele uns eine gesekkes von den kitzen mehr
127  ch_vs_2678.wav	ich fürchte dass er euch täuscht	ich vielleichte das heisst
1140  ch_bs_0221.wav	aber er widersprach auch nicht	ich habe nicht an unserer spruche
771  ch_sg_0063.wav	das auto rast durch die nacht	das alterasta gemacht
1056  ch_ag_2207.wav	ich starre in die weiten des ozeans	er hat lediglich von einem ort sehr gestart
828  ch_sg_1142.wav	sonst ist es dann morgen wieder trocken	sonst ist es damals nicht gepacht
404  ch_gr_1849.wav	drohnen vermessen die schneedicke	stellen verliessen sie schnittegeln
322  ch_gr_1723.wav	er warf die flasche zur seite	er hat die festen auf zeiten gelernt
1022  ch_ag_2601.wav	ich wohne in einem kleinen hotel und erhole mich	ich falle eine fline hatte an der halle nicht
1023  ch_ag_2629.wav	auf diese weise sparst du jede menge zeit	auf dieser weise was jeden argenzept
1216  ch_lu_0474.wav	wochentags werden eher frühstücksflocken zum frühstück serviert	unter den wochen gibt es wieder zu morgen
1215  ch_lu_2505.wav	dann rülpste er gewaltig und kicherte darüber	die energären haben die gärzten getracht
438  ch_zh_3686.wav	wir waren total erstaunt über lena	wir sind im vergangenen stunden gelehnen
