id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleitet und kennen ein insessengemeinsam
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die jugendlichen frauen ich habe diese offengelassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	peter unesco ausschuss tagner bis am selsten
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die regierung hat gemunden fextens reben gerden
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in weiss gibt es eine berggrössere wohlkelecke
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu sektionen hätte sich taglicher traut
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein liefwoch ist die werterlägliche ungeklärt
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	dieser fahnwert zu einer fastreiken werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	scheint es diejenigen die seien freien und dachbarkeiten
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochenende nächste gefehlingen herkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	der zusätzliches problem sind steht ein unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	die arbeit gilt herzlich blo nicht
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	wir sprechen den einrechnung rechnung
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steige sovision auch unrähmung sagen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	das haben wir in den vielen prominenzätzen zugeben
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er hat dies zu haus im grundbeziehungsweise zuerst
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	der präzise sind ihre relität durchgeführt
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	das lex lex was man den klotiven sehen möchte
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	die elternfreunde dieses lerst etwas zurück
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	das hätte ich eine verlängerung der fristpaketen
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	wir haben ehren adressourcen
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben ein bisschen wärmersfeld geregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das wollen wir ein kindes untergehen
788  ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle sehen ein laub gefährden
920  ch_sg_2499.wav	dafür rieche ich nach schweisse	davon ist es wirklich ausfässig
107  ch_vs_1833.wav	leichter regenschauer und windig	lieft einen fall und lindig
28  ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	er wäre ein stächtiger vorleben zu übertrieben sein
556  ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	diejenigen sämtlichen hälten zuerschlägerungen kommen
182  ch_be_2701.wav	er umarmt sie fest	er wurde verfasst
949  ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	mit den tagnetfaktionen wolfen gesagt
1289  ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im wallis gibt es ein paar geisser wohlklecke
1298  ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	die herren sind allgemeinen und largra
641  ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen gibt es schwieriger als wir
1066  ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	ich aufganzen und gehe es eben zurückgelegt
398  ch_gr_2171.wav	highlight der ausstellung sind die sensen	hailheit der ausstellungs und zinzeln
734  ch_sg_2528.wav	du schielst tatsächlich ein bisschen	wir sehen es tatsächlich ein tipfeli
746  ch_sg_2448.wav	er hasste es zu niesen	ganz kostengeschlossen
559  ch_zh_2014.wav	was bedeutet das konkret	das müsste ich konflogen
443  ch_zh_1052.wav	der apfel kann vielseitig eingesetzt werden	die epfu kann viel sauber eingesetzt werden
392  ch_gr_1493.wav	die kleine kammer setze falsche prioritäten	die kleinkämer setzt fehl zur rearitäten
939  ch_sg_2666.wav	stell dir vor ich stürze	das gebäudefang ist dort
1135  ch_bs_1856.wav	wie hoch ist das schauerrisiko heute	ich hoffe ist sammriesig heute
326  ch_gr_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	es wurde studie am kilogäfer gesagt
974  ch_ag_1719.wav	sie wendet sich um und blickt hinunter auf die stadt	so geht es sich um die fremde auf die stadt
717  ch_sg_2717.wav	seine oberfläche war uneben	sind wir oder flächen und universitäten gesehen
1312  ch_lu_0503.wav	die trikots wurden von gonzo geklaut	die linie wurden vom ganzen gefährden
567  ch_zh_3861.wav	der deutsche kaiser war hocherfreut	regierungsrat phäser waren es voller freude
458  ch_zh_1873.wav	zeitweise hat es dichtere schleierwolken	teilweise abstichterischer erwohnen
1233  ch_lu_0925.wav	im nächsten jahr soll handtracking hinzukommen	ich lasse eine hand krebkinder zu erhalten
1223  ch_lu_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	aber mitgluch ist die verglegenheit ungefähr
465  ch_zh_2413.wav	kurz vor weihnachten schneite es leicht	künftig familienleften härzte gesagt
