id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie betreiben können ein insassengemeinden
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die jugendlichen vorne ihnen haben sie offengelassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	per unesco aus gegner bis am selsten
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die sitzieren jahre haben genug eine vetz unserer gewährte
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in walchisten gibt es ein paar grössere wolchenlecken
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zur sechstion hat für dieses täglichen gebraut
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein liefer ist werterlebliche ungeklärt
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	die brücke der fahrmation ihrer forstritten werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	die schweizersteigerung sehen zweieinanderkredit
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	aber wochenende nächste verfehlen beherkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	die zusätzlichen probleme sind spitzweise unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	die regierung gilt also blauplalit
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche den einrat von recht auf
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich streite sowieso unternehmungen zu sagen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	das sagen immer wieder in der vielen provinenzsätze sogar
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	herr diszuhaus im grundbeziehungsgleich erd
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	der präzise sind in ihrer tätigdauer
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	der schliesslich ist man doch noch tiere gesehen
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	belder freuen sie diesen schlecht jetzt hinein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	es handelt sich um eine verlängerung der fristpateme
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	denn wir gehen nach der erfassung
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das hat ein bisschen der warme hassfeld geregelt
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das wollen wir leisten für unser kindis unergesehen
788  ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle zusammen ein laub gefährdet
920  ch_sg_2499.wav	dafür rieche ich nach schweisse	dafür sind wirklich ausfässig
107  ch_vs_1833.wav	leichter regenschauer und windig	leichter werden falls unlindig
28  ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	er wäre ein dächtiges von einem etwas übertrieblichen
556  ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	pierrx sind sämtliche auch den zuschlag erhalten
182  ch_be_2701.wav	er umarmt sie fest	er lärm verfest
949  ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	mit den tagenden haben wir den wolf gesagt
1289  ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wallis gibt es ein bergreiserevolken
1298  ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	herrschen sind allgemein dunkerblar
641  ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen gibt es weniger ressourcen als wir
1066  ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	auch aufganzen sind wir gerade das heute gelegen
