id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleiten können insassen gemeinden sein
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	drucklich von ihnen haben sie offengelassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	der unescoausschuss tagner bis am selsten
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die regierung haben genug eine fitz unserer bewährt
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wahlich gibt es bergräsere wohlenecke
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	die sektionen hat für das tagliche traut
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein liefwach ist die werterlägliche ungeklärt
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	drückt eine fahne zu meiner festtritte werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	schliesslich sehen sie rein und achtbarkeit
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochenhand macht sich der fehlende herkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	das zusätzliche problem ist ein unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	die erde gilt ärzter blaupen nicht
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich bin der eine entwurf einen kauf
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steige sovieso unrärmig sagen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	sie sagen immer in der vielen perionsgesetze
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er hat diszuhaus im grundbeziehungsgleich erde
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	der prozess für die irrität dauert
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	der schlex ist man doch notiver gesehen
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	alterfreund dieser schlächst ein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	das hätte man für eine verlängerung der freispoten
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	ich möchte ihre ladeere das nicht
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben ein bisschen der wärmehrsfeld geregelt
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das wollen wir reisen unser kindes untergehen
