id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleitend kennen ein inselsengemeins haben
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	ich habe diese offengelassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	herr unesglaus schon als tegner bis am samstag
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die vier jahre hat gemunden vertrauensarbeitszeit in unsere regelgarten
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wallis gibt es ein paar grössere wochenecken
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	für sektion hat vielleicht für dieses täglichen drolk
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein mifwuch ist die wetterwebliche ungeklärt
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	brückt der fahnwart zu einer fast hitte werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	scheinterstierend sind die freien und dachbarkeiten
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochenhand macht schon grossrätin herkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches problem spielt ins unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	die arg gilt svplanungsplanung
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	wir spielen darüber ein entfuhren nachhauf ein
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steige eine vision ungärmig zu sagen an
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	es gehe immer in den vielen präminenzsätzen zu geben
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er ein diszuhaus im grundbeziehungsgibt es ergibt sehr
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	der präzess haben wir ihre relität durchgeführt
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	das letzte letzte man dann knappieren sehen an diesen
