id	target_txt	prediction
ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleiten den gefängnisinsassen gemeinsam
ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	ich habe ihnen offengelassen
ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	dann hat man die skoausschösse gegner bis am selsten
ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die regierung hat genug einen schädengärten
ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im wallisten gibt es grössere wolkenecken
ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu den sechs so herzlichen das tägliche graut
ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	aber einfach ist wegerleglich ungeklärt
ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	die brücke der fahnen zu einem festtritten werden
ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	schweizer sie wir senden es alleine und deckbarkeit
ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochenende macht sich der fairin herkbar
ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches noch einmal stets ein unterschied
ch_gr_0950.wav	die erde gilt als der blaue planet	die ergebnisse gilt also blaupelig
ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche hier den einen kauf
ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steige sowieso ungeährlich sagen
ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	das haben immer bei den vier prävinenzsetzungen
ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	alle diszus im grundbeziehungsgesetz erg
ch_gr_0980.wav	der prozess dauerte mehrere tage	diese präzise haben ihre tage geschaut
ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	es ist schlecht dass man doch notiere sehen würde
ch_be_2539.wav	alter freund du schläfst jetzt ein	elder freut dieser schlecht ein kleines
ch_zh_3308.wav	es bat um eine verlängerung der frist	es hat uns eine verringerung der freispekte
ch_vs_1173.wav	am morgen haben wir nebel über basel	die regierung nehmen wir basel
ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das wäre ein bisschen wärmehrsfehler geregelt
ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das wollen wir leisten unser kindliches umgewesen
ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle sehen ein laub gefährdet
ch_sg_2499.wav	dafür rieche ich nach schweisse	ich finde es nämlich ein geläss
ch_vs_1833.wav	leichter regenschauer und windig	leichter agenfalls und linder
ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	er wäre das dächtige noch eben zu übertrieben sein
ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	diese haben sämtlichen zuschlägen erhalten
ch_be_2701.wav	er umarmt sie fest	er nehmt verfasst das
ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	mit den gegnetkapieren einfach gesagt
ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im wallis gibt es von berg 1evölker
ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	klar ist ein allgemeiner punkt der glauben
ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen gibt es weniger jetzt äusserst nie
ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	noch einmal geht es aber zu heute gelegen
ch_gr_2171.wav	highlight der ausstellung sind die sensen	ein heilheit für den ausstellungsinterzahlen
ch_sg_2528.wav	du schielst tatsächlich ein bisschen	wir sind erst tatsächlich ein gipfeli
ch_sg_2448.wav	er hasste es zu niesen	ich habe kein kindesfliessen
ch_zh_2014.wav	was bedeutet das konkret	was heisst jetzt keinen gefagt
ch_zh_1052.wav	der apfel kann vielseitig eingesetzt werden	hepfel kann vieles übereingesetzt werden
ch_gr_1493.wav	die kleine kammer setze falsche prioritäten	dort haben wir es extrem die fehleritäten
ch_sg_2666.wav	stell dir vor ich stürze	das gefängnis ist gewerkt
ch_bs_1856.wav	wie hoch ist das schauerrisiko heute	ich hoch ist sammliesig und heute
ch_gr_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	solchstützen sie auch dem klimakäfer zusammen
ch_ag_1719.wav	sie wendet sich um und blickt hinunter auf die stadt	sie trägt sich um die bettfrage auf die stadt
ch_sg_2717.wav	seine oberfläche war uneben	seine anderen flächen kenntnisurnergänge sein
ch_lu_0503.wav	die trikots wurden von gonzo geklaut	die regierung wurde vom ganzen gefährdet
ch_zh_3861.wav	der deutsche kaiser war hocherfreut	wenn diese käser waren es auch in freude
ch_zh_1873.wav	zeitweise hat es dichtere schleierwolken	palliative schafft das dichterische erhöhung
ch_lu_0925.wav	im nächsten jahr soll handtracking hinzukommen	ich habe keine kinder so erhalten
ch_lu_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	aber mitdruck ist die herken lagion unklar
ch_zh_2413.wav	kurz vor weihnachten schneite es leicht	künftig fallia lechter arzt bis sehr geschnitt
ch_lu_2458.wav	irgendjemand pfuscht mir hier ins handwerk	irgendwelchen finden wir da uns handreif
