id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie wegleitend können ein insessengemeinden
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	durch das wort ihnen offenglassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	und nächster ausschüsse tage noch bisher am selbst
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die regierung hat genug einen setzen unseren gärten
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in weiss gibt es bergrössere wohenecke
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu 66 sind sehr herzlich täglich und raum
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein mitwoch ist die wetterlebnache ungewerbe
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	die rückte fahrmärze in einem fast heute geworden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	die seite ist hier mit seinem dachbarkeit
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	ein wochenheit möchte ich gefährlingen herkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches noch einmal ein spitzes unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	die even gibt es auch noch nicht
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche einen einreichenden herrn recht auf
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steige sie wie es umgerne sargen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	es geht immer wieder viele perlimentsätzungen
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er gibt es zuhaus im grundbeziehungsweise zert
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	für die präzesse sind meine relität dauert
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	erschlex ist man sich knutti gesehen
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	elder freundet diesen schlechten klein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	es hätte nach einer verlängerung der frissberger
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	ich möchte ihnen einen naduellen passiert
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben ein bisschen wenn massfeld geregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das werden wir ein kindes umgegen sind
788  ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle zusammen ein laubes gefährdet
920  ch_sg_2499.wav	dafür rieche ich nach schweisse	der verkehrsmittliches lässt
107  ch_vs_1833.wav	leichter regenschauer und windig	die rechten legenfälle und lindig
28  ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	wir haben es dachtiglich noch etwas übertrieben sein
