id	target_txt	prediction
ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begreiten kennen es ins inselse gemeinsam
ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die jugendlichen formen ich habe sie offengelassen
ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	der universität steht bis am selsten
ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die situation hat genug einen setzungsregeln gürte
ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in welchen gibt es bergrössere wochenlecken
ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu sechs sehr herken wir das tägliche graut
ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	eine einfache ist wederrägliche unklär
ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	berücksichtigt darf anwesende forstritten werden
ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	schweizerstierbar sensibel sensibel und dachbarkeit
ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochenende nach stifterfehlingen herkbar
ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	zusätzliches problems und städtesunterschied
ch_gr_0950.wav	die erde gilt als der blaue planet	die erde gilt ässer bloss nicht
ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich bin ihnen den einen entfuhr darauf
ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steige sowieso ungehrlich sagen
ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	es ergeben immer in den vielen prävilienzen zugen
ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er hat dies zuhaus im grundbeziehung beziehungsweise erde
ch_gr_0980.wav	der prozess dauerte mehrere tage	der präsident der irrität dauert
ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	das lex ist man doch noch tiere gesehen
ch_be_2539.wav	alter freund du schläfst jetzt ein	die elder freut das lässt ein
