id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie betreiten können es inselsen gemeinsam
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	druckost von ihnen offengelassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	der unterstützung der ausschusstagna bis am samstag
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	seit vier jahren hat gemunden fetscheine relegarte
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wahl ist geht es ein paar grössere wohenecke
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zur saktion hat für dieses taglichen traut
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	alle einfach ist die wetterleblache ungewährt
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	brückt dieser fahren zu unseren fast hickel werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	die schildverstimmung steht es einen dachbarkeit
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochenheit macht sich gefehlenden herkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches problem sind spätes unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	die erde gilt also blau nicht
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche noch einmal auf
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steige sowieso ungärnig sargen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	es gehe immer wieder viele präminanzsätzungen
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	herr diskussion im grober beziehungsdizert
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	für die präzesse die ihre tage dauert
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	das schlecht ist man das nothiere sehen
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	alter freude diese schlecht jetzt ein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	es hätte nach einer verlängerung der fristpatem
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	ich möchte noch gar nicht passen
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben es gibt sicher wahrmisfeld geregelt
