id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleiten kennen insassen gemeinsam
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die tourkusvorherinnen haben sie offengelassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	der universität und ausschusstagner bis als aussten
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die regierung haben genug einen fetten unserer behörden
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wallisten gibt es bergrössere wohlendecken
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu 6 jahren hätte ich als täglicher traut
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein liefwach ist wederlebliche ungeklärt
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	brückter fahnen zu meiner festreiten werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	schiltrastieren wir sehen freien und dachbarkeiten
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	ein wochenheit macht sich der fehlinge herkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches problem steht ein unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	die argumente herzlich blaubt nicht
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich bin relinierend von ihrem renkauf
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich streite sowieso ungängig zu sagen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	es gehe immer in den vielen prominenzsätzen
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er hat dies zuhaus im grundbeziehung gezehnt
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	die repräzesse sind ihrer inität dauert
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	das ist letztes man doch noch direkt gesehen
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	balden freuen dieses lässt jetzt ein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	es handelt sich um eine verlängerung der freispoten
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	die morgen ist natürlich überpassen
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das hat ein bisschen licht eine wernisfeld geregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das wollen wir reifen müssen ein kind dies unergaxen
788  ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle zählen ein laub geführt haben
920  ch_sg_2499.wav	dafür rieche ich nach schweisse	dafür sind wirklich nichts mehr
107  ch_vs_1833.wav	leichter regenschauer und windig	lechter an der fall und linder
28  ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	aber wenn es dächtig doch noch ein bisschen übertrieben sein
556  ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	hier letztensämtlich haben zwei schläge erhalten
182  ch_be_2701.wav	er umarmt sie fest	allerdings haben verfasst
949  ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	gut den tagnern kapierten wollen gesagt
1289  ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im wallis gibt es sich dabei greissrevolkollekte
1298  ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	herzlichen allgemein dunker blaugrar
641  ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen gitterschweniger ressourcen nirgends
1066  ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	ich hoffe dass sie dieses überschützung gegeben haben
398  ch_gr_2171.wav	highlight der ausstellung sind die sensen	die heilheit der ausstellung sind zenzen
734  ch_sg_2528.wav	du schielst tatsächlich ein bisschen	wir sehen es tatsächlich ein depfelle
746  ch_sg_2448.wav	er hasste es zu niesen	auch die kesten zu müssen
559  ch_zh_2014.wav	was bedeutet das konkret	was haben sie jetzt konkret
443  ch_zh_1052.wav	der apfel kann vielseitig eingesetzt werden	tepfel kann viel solche eingesetzt werden
392  ch_gr_1493.wav	die kleine kammer setze falsche prioritäten	diese gleichkeit haben wir ersetzt fehlzergrearitäten
939  ch_sg_2666.wav	stell dir vor ich stürze	das tdefan ist die erz
1135  ch_bs_1856.wav	wie hoch ist das schauerrisiko heute	wie hoch ist eine sammleisung und heute
326  ch_gr_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	so könnten sie dem kleinen käferzahlen
974  ch_ag_1719.wav	sie wendet sich um und blickt hinunter auf die stadt	sie trägt sich um und ettfragen auf die stadt
717  ch_sg_2717.wav	seine oberfläche war uneben	sind wir alle vielleicht verhältnisse universität sind
1312  ch_lu_0503.wav	die trikots wurden von gonzo geklaut	die libe sind vom ganzen gefährden worden
567  ch_zh_3861.wav	der deutsche kaiser war hocherfreut	bedingt sind die kantone ins volk erfreut
458  ch_zh_1873.wav	zeitweise hat es dichtere schleierwolken	teilweise hat es dichtere schleierwohne
1233  ch_lu_0925.wav	im nächsten jahr soll handtracking hinzukommen	ja es soll sie haben keine kinder zu erhalten
1223  ch_lu_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	aber mehr druck ist die härtellagion geklärt
465  ch_zh_2413.wav	kurz vor weihnachten schneite es leicht	kurz verweihrlichter hat es ein wenig nicht
1254  ch_lu_2458.wav	irgendjemand pfuscht mir hier ins handwerk	irgendwo befinden wir hier uns handwerf
338  ch_gr_0171.wav	jetzt hab ich dich du alter sünder	jetzt habe ich die alten sinder
350  ch_gr_1527.wav	aber alle haben dieselben sorgen	aber allehnen dieselben sorgen
379  ch_gr_1687.wav	und jetzt stopft er sich mit fleisch voll	der jetzt darf sich nicht kleins vorher
998  ch_ag_0598.wav	die sechsunddreissig jährige greta gysin zieht ins parlament ein	zu sachsendeinstjährig zu dieses parlamental
1313  ch_lu_2472.wav	meine güte roch der arme ranzig aus dem mund	dort hat er einzelnes umgeschneckt
774  ch_sg_2648.wav	geliehen hab ich es nicht gestohlen	hier haben sie ausgelehnt nicht gestellt
