id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begreiten gefängners insessengemeinsen
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die rückweisung von ihnen ich habe ihnen offen gerade
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	und nessen ausschuss tagnommen bis am selste
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	seiterjahren hat gemunden verzichtet ins rebegarte
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in welchen steht dass bergressere wohlen lepfen
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu 6 sehr hert für die päglichen täglichen trotz
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein liefwuch ist wetterlebliche ulkwert
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	ich brückt eine fahrmag zu einer festrutten werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	seiter sind wir sind freien und dachbarker
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	ein wochenheit möchte ich der fehlen beharkbark
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zuschätzliches problem sind spitzes unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	dieser regierung erster blauplalegt
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	sie sprechen der einreit von einer rechauf
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich streite sevisel umgährlich sagen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	das so gehe immer wieder viele präminanzsätzungen
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er regierungszaus im grobeziehungsgizert
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	für die praxesse bei ihrer täge durch
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	der schletz ist man den knuttieren sehen
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	belder frindet diesen schlecht hat sein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	das hätte nach einer verängerung der frissbatte
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	wir gehen der modelle befassen
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben es sich bewährmiersfeld geregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das heben wir uns ein kindes und man gegen sind
788  ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle zehlen eslaube gefährt werden
920  ch_sg_2499.wav	dafür rieche ich nach schweisse	der falls möchte ich ein wenig das wässe
107  ch_vs_1833.wav	leichter regenschauer und windig	recht tragen fällendlindung
28  ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	es wäre ein tächtiges kruelebit zu übertrieben sein
556  ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	diese haben sie sämtliche felden zuschläge in den kommen
182  ch_be_2701.wav	er umarmt sie fest	der erlarung verfesst
949  ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	mit der gegnetvertreten löff gesagt
1289  ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	welches gibt es für die begreiserevolkommen
1298  ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	ich habe sie allgement dunkenblar grau
641  ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen gibt es winiger ressourcen sessener
1066  ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	jefganz sind wir dieses überzeugen gelegen
398  ch_gr_2171.wav	highlight der ausstellung sind die sensen	heilheit für den ausstellungsinzenzen
