id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleiten kennen ein inselse gemeinsam
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	ich habe diese offengelassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	technisch lassen aus tagne bis am samstag
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	seit ihrer jahre hat genug eine vetzinsreven görte
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wallisten gibt es ein paar grössere wohlecke
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu sechs sorge hat für dieses taglichen traut
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	einfach ist ein stwatterheblicher ungeklärt
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	brücken sie den vormehrzeugenden festreiten werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	das interes thema sehen sie einen dachbarkeit
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	ein wochenhält nastast grossrätin herkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches problem ist ein spitzes unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	die regierung gibt es einen blauplanung
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	spielen wir hier einen nachhof
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich streite sovison auch in rähmung zu sagen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	es geht immer in der vielen prämiengesetze zu geben
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er hat dies zu haus im groben ziehungsweise zu erde
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	der prozess hat ihre regionalkonferenz
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	das letzte man auch noch tiere sehen
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	belder freut das larsch jetzt ein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	es hätte nach einer verlängerung der fristbarten
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	damit haben wir einen ladenenden was erst
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben ein bisschen wormissfeld geregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das wollen wir leisten unser kindes herumgegen sind
788  ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle zusammen ein laub gefährden
920  ch_sg_2499.wav	dafür rieche ich nach schweisse	der fairsenkretnismässig
107  ch_vs_1833.wav	leichter regenschauer und windig	lasten sie aber falls endlindung
28  ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	wer ein dachtergleich mehr lebensübertrieben scheint
556  ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	sie haben sämtlichen hälten zuerstärkung erhalten
182  ch_be_2701.wav	er umarmt sie fest	deshalb lärmpfen fest
949  ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	bei den tagnetvertretern euf gesagt
1289  ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wallis gibt es ein paar gresse volklegen
1298  ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	fädern sind allgemein dunken largrau
641  ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen gibt einen schwinigen ressourcensatz wir
1066  ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	ich habe aufgangslich gerade dass es ebenso gelegen sind
398  ch_gr_2171.wav	highlight der ausstellung sind die sensen	heilheit der ausstellungsinzeln
734  ch_sg_2528.wav	du schielst tatsächlich ein bisschen	wir sehen tatsächlich ein dipfeli
746  ch_sg_2448.wav	er hasste es zu niesen	dies hat gefusst und zu müssen
559  ch_zh_2014.wav	was bedeutet das konkret	das heisst das konflikt
443  ch_zh_1052.wav	der apfel kann vielseitig eingesetzt werden	teppel kann viel süber eingesetzt werden
392  ch_gr_1493.wav	die kleine kammer setze falsche prioritäten	dort haben wir setzt fälls eine realitäten
939  ch_sg_2666.wav	stell dir vor ich stürze	das gdv ist dort
1135  ch_bs_1856.wav	wie hoch ist das schauerrisiko heute	ich hoch ist es sammriesig heute
326  ch_gr_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	es unterstützen sie einen kindergehenden zahlen
974  ch_ag_1719.wav	sie wendet sich um und blickt hinunter auf die stadt	sie geht sich um und ettfreben auf die stadt
717  ch_sg_2717.wav	seine oberfläche war uneben	sie haben aber vielleicht existieren
1312  ch_lu_0503.wav	die trikots wurden von gonzo geklaut	die regierung wurden von ganz gefährdet
567  ch_zh_3861.wav	der deutsche kaiser war hocherfreut	beziehungsweise falsche freude war
458  ch_zh_1873.wav	zeitweise hat es dichtere schleierwolken	teilweise schatzt das dichterische lehrwohl
1233  ch_lu_0925.wav	im nächsten jahr soll handtracking hinzukommen	lassen sie einen handkredit zu erhalten
1223  ch_lu_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	aber mitbruch ist die federlagion gefähr
465  ch_zh_2413.wav	kurz vor weihnachten schneite es leicht	kurz von liosten hat es ein bisschen gesagt
1254  ch_lu_2458.wav	irgendjemand pfuscht mir hier ins handwerk	irgendwerte finden wir hier ein handwerk
338  ch_gr_0171.wav	jetzt hab ich dich du alter sünder	jetzt habe ich wintel auch das sender
