id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begreiten gewängers insessen gemeinden
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die rückweisungsvorben ihre offenglassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	und es gehen ausschüsstagnommen bis am selsten
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	sie haben die gemunden fetzieren begarten
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in welches gibt es bergressene wohe lepfen
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu 6 hart dass die täglichen getraut
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	alleinfach ist die wetterlebe nach ungewärft
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	ich rückte dieser fahrmerks und einen fastreiten werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	seiterstierung sind zureien und dachbarkeit
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochen haben macht sich gefehlen beherkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches nochmals entspitz wie es unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	die arbeiten gibt es der glaube nicht
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche noch einmal auf
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steite sowiesel umgerne sargen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	so gehen wir wieder vie prominanzsätzungen
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	herr dies zu haus im grubeziehungsdiziert
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	der prozessung in ihrer tagdurt
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	wir schletzen dass man doch nicht sehr
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	elder frindet dieser schlefst ein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	das hätte ich einer verlängerung der frissbatten
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	wir kommen noch etwas passen
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben wird es nicht gewählt geregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das werden wir uns ein kindes und man gegen sind
788  ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle solches laube gefehrt
920  ch_sg_2499.wav	dafür rieche ich nach schweisse	der versuchen möchte ich einmalsmäss
107  ch_vs_1833.wav	leichter regenschauer und windig	die echteragenfälle und windig
28  ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	ich werde es dachtige kurz über die leben sein
556  ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	diese hextsamtlichen hälten zuschläge bekommen
182  ch_be_2701.wav	er umarmt sie fest	aber nachher gefesst
949  ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	die gegenetagnet haben wir auf gesagt
1289  ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	welches gibt es ein paar gressere wolkoleken
1298  ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	wir sind allgement dunken blassen
641  ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen gitten winigen ressourcen als nicht
1066  ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	ich hoffe ganz und gerade es über das wort
398  ch_gr_2171.wav	highlight der ausstellung sind die sensen	heilheit für den ausstellungsinzen
734  ch_sg_2528.wav	du schielst tatsächlich ein bisschen	für sie es tätsächlich ein titfall
746  ch_sg_2448.wav	er hasste es zu niesen	ich hatte kesten zu lösen
559  ch_zh_2014.wav	was bedeutet das konkret	das heisst jetzt kompfeg
443  ch_zh_1052.wav	der apfel kann vielseitig eingesetzt werden	die epfen können viel suber eingesetzt werden
392  ch_gr_1493.wav	die kleine kammer setze falsche prioritäten	die gleich haben wir setzt feldsegleritäten
939  ch_sg_2666.wav	stell dir vor ich stürze	das gegefahr ist die ja
1135  ch_bs_1856.wav	wie hoch ist das schauerrisiko heute	wie hoch ist sammerweise kleit
326  ch_gr_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	sie unterstützen die kinder käfer zusammen
974  ch_ag_1719.wav	sie wendet sich um und blickt hinunter auf die stadt	so gerade sich um und bletkeben auf das stadt
717  ch_sg_2717.wav	seine oberfläche war uneben	sie haben auch das rechtfinden und nicht gesehen
1312  ch_lu_0503.wav	die trikots wurden von gonzo geklaut	lieder sind vom ganz gefährt wurde
567  ch_zh_3861.wav	der deutsche kaiser war hocherfreut	bedeutet sind die fersen uns volkefreud gewesen
458  ch_zh_1873.wav	zeitweise hat es dichtere schleierwolken	beilweise hat es dichterislei erwöhen
1233  ch_lu_0925.wav	im nächsten jahr soll handtracking hinzukommen	ich möchte sie eine händekret kennten zukommen
1223  ch_lu_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	aber mitwoch ist die wegerlagien und kläre
465  ch_zh_2413.wav	kurz vor weihnachten schneite es leicht	kurz von wirlächten herzbitzungsnahme
1254  ch_lu_2458.wav	irgendjemand pfuscht mir hier ins handwerk	irgendwerte finde ich ein handwerf
338  ch_gr_0171.wav	jetzt hab ich dich du alter sünder	jetzt habe ich wieder allen sindern
350  ch_gr_1527.wav	aber alle haben dieselben sorgen	aber allehnt die gleiche sargen
379  ch_gr_1687.wav	und jetzt stopft er sich mit fleisch voll	jetzt stellen sich nicht kleise vor
998  ch_ag_0598.wav	die sechsunddreissig jährige greta gysin zieht ins parlament ein	und fachsen wichtiere zu dieses parlamentel
1313  ch_lu_2472.wav	meine güte roch der arme ranzig aus dem mund	dort hat diesen armensinnen und ich murgeschmekt
774  ch_sg_2648.wav	geliehen hab ich es nicht gestohlen	hier ausgelehnt nicht gestellen
119  ch_vs_0046.wav	ich zog mich also vor dem arzt aus	ich kann ihnen einer arzt abgezogen
153  ch_vs_1991.wav	es ist immer teil von machstrukturen	es ist sinner teil von machtsdrukturen
79  ch_vs_0693.wav	das geheimrezept wildblumen	das kenner zept wildplänen
53  ch_vs_0268.wav	also drei grad mehr als heute	als wiederhinger hat meinungen
403  ch_gr_1861.wav	lockerschnee weisst eine extrem geringe dichte auf	jögerschnehmen wextreingringe richtig
708  ch_sg_1034.wav	seitdem ist der ort selbstständig	seitens ist den artserkständert
227  ch_be_2673.wav	aber ich tanze nicht nach deiner pfeife	aber ich denke für nicht nachgilakiven
309  ch_gr_2389.wav	ja ich glaube jetzt habe ich das verstanden	ich glaube weitshaniges verständen
951  ch_ag_1523.wav	allerdings ist sie nicht selbstverständlich	anderen sind es nicht fachst es danklich
931  ch_sg_0924.wav	videoconferencing boomt	die ideee kanforenzin bund
135  ch_vs_2693.wav	ich trank noch ein glas	ich kann es klasse geleichen
842  ch_sg_2675.wav	du tanzt so leicht wie eine feder	ich denke ist es volleicht jene freder
1272  ch_lu_1780.wav	ich kehre laub immer nur ende herbst	ich wisse es welb immer noch ende hergst
704  ch_sg_2501.wav	nicky rollte sich auf die seite	wir sind auch die seite gekärt
1120  ch_bs_1499.wav	seit zehn jahren ist sie konstant	das ist die fehljahr ist sie konstannt
57  ch_vs_2494.wav	ich bin nur so gerannt um dich einzuholen	ich bin unsere gesakt der schule
127  ch_vs_2678.wav	ich fürchte dass er euch täuscht	der kichten diesen fehlgeist
1140  ch_bs_0221.wav	aber er widersprach auch nicht	ich habe nicht einigeresproche
