id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleiten wänger ein insalse gemeinden
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	ich habe die rückweisungsantrag
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	der unesere ausschuss tagnommen bis am selsten
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die regierung hat gemunen fetzieren begarte
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wahlich gibt es bergresere wohen letfen
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu saktion hätte dass die pädlichen gerade
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein meinwoch ist die watterlege nach unklärft
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	die rück der fahrmätze in einem fastritten werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	scheitverstiebung sind zu reinen und dachbarkeit
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochenheit macht sich gefehlen beherkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches noch einmal sind spitzen unterschieg
298  ch_gr_0950.wav	die erde gilt als der blaue planet	die ergieht als der blauuung nicht
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche ihnen einen einen eine kohren auf
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	die steiten sowiese ungärene zu sargen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	das so gehen wir wieder vie prominientsätzungen
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	herr dies zuhaus im grubeziehungsdizert
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	der prozess hat mir eine täge durch
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	der schletz ist man doch nicht sehr geschäft
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	die alten frindet diesen schlechst ein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	das hat man eine verlängerung der frispaken
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	wir kommen zum nagehen werden
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben wird das lichte währesfeld geregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das werden wir ein kindes und man gegen sind
788  ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle zusammenslaub gefährt
920  ch_sg_2499.wav	dafür rieche ich nach schweisse	der verschiedene kleichen ausmäss
107  ch_vs_1833.wav	leichter regenschauer und windig	die lächttagefälle und windig
