id	target_txt	prediction
ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleiten kennen es ins asser gemeinsam
ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	ich habe sie offen gerade
ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	der unisbeausschuss die gegner bis am selbsten
ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die regierung ja nicht genug eine septembersession
ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wahl gibt es einige grössere wochenecken
ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu den sektionenmarkten ist ein täglicher traut
ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein liefwach ist wetterläglich ungeklärt
ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	brückt auf annahme zürich vollstreiter werden
ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	die schweizerische wir sendungsreen und deckbarkeit
ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochenende machtssteuerwehrinnen herkbar
ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches problem ist die städtesunterschied
ch_gr_0950.wav	die erde gilt als der blaue planet	die erren gilt herzlich blaublich
ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche darauf ein
ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steige seine vision umwehrung sagen
ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	das sagen wir in den vielen präviniengesetzen
ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	aradiszhaus im grundbeziehungsgrund gibt es erdg
ch_gr_0980.wav	der prozess dauerte mehrere tage	der präzise in ihrer tätigkeit dauert
ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	das ist man doch notieren so
ch_be_2539.wav	alter freund du schläfst jetzt ein	belder freuen dies schlächstens ein
ch_zh_3308.wav	es bat um eine verlängerung der frist	es hat uns einer verlängerung der freispartner
ch_vs_1173.wav	am morgen haben wir nebel über basel	im regierungsrat hat er einen passenden
ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das hat ein bisschen den wormen aspekt geregelt
ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das wollen wir heissen unser kindis unergängsen
ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden auch ein lauber geführt haben
ch_sg_2499.wav	dafür rieche ich nach schweisse	dafür ist es wirklich nichts mehr
ch_vs_1833.wav	leichter regenschauer und windig	richtig aber frau und linder
ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	er hat es darf eigentlich nur ein wenig übertrieblich sein
ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	diese letzten ämtlichen elternzuschläge erhält
ch_be_2701.wav	er umarmt sie fest	am montag verfasst dies
ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	mit den gegnetkapierten 11 gesagt
ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im wallis gibt es einfach bergresevolker
ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	ich habe es einen allgemeinen unterbrauch
ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen gitten weniger ins aussage nicht
ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	auch aufgrund von grossrat haas sie haben geschrieben
ch_gr_2171.wav	highlight der ausstellung sind die sensen	heilheit für die ausstellung sind zentral
ch_sg_2528.wav	du schielst tatsächlich ein bisschen	wir sind uns tatsächlich ein gipfeli
ch_sg_2448.wav	er hasste es zu niesen	ich habe die küstung zu müssen
ch_zh_2014.wav	was bedeutet das konkret	was haben sie jetzt keine gefahr
ch_zh_1052.wav	der apfel kann vielseitig eingesetzt werden	herzlich kann vieles übereingesetzt werden
ch_gr_1493.wav	die kleine kammer setze falsche prioritäten	dort hingehen wir setzt die feldsegieritäten
ch_sg_2666.wav	stell dir vor ich stürze	das edu ist direkt
ch_bs_1856.wav	wie hoch ist das schauerrisiko heute	ihre hoche ist die sammlistung nicht
ch_gr_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	sonst würde das energien kver gesagt
ch_ag_1719.wav	sie wendet sich um und blickt hinunter auf die stadt	sie geht sich um die bkw auf die stadt
ch_sg_2717.wav	seine oberfläche war uneben	seine oder vielleicht für ihre universität waren
ch_lu_0503.wav	die trikots wurden von gonzo geklaut	die libby sind vom ganzen gefährd worden
ch_zh_3861.wav	der deutsche kaiser war hocherfreut	der digitalisierungsphase waren uns auch freude
ch_zh_1873.wav	zeitweise hat es dichtere schleierwolken	teilweise hat das dichterische erwöhnung
ch_lu_0925.wav	im nächsten jahr soll handtracking hinzukommen	ich möchte sie haben keine kinder zu erhalten
ch_lu_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	aber mir darauf ist die härterlagen ungefähr
ch_zh_2413.wav	kurz vor weihnachten schneite es leicht	künftig wäre es ein wenig geschnitt
ch_lu_2458.wav	irgendjemand pfuscht mir hier ins handwerk	irgendwelche finden bereits uns handref
ch_gr_0171.wav	jetzt hab ich dich du alter sünder	jetzt habe ich wie gelernt sind wir
ch_gr_1527.wav	aber alle haben dieselben sorgen	aber einen der gleichen sagen
ch_gr_1687.wav	und jetzt stopft er sich mit fleisch voll	letzten darf sich mit kleinem vorgehen
ch_ag_0598.wav	die sechsunddreissig jährige greta gysin zieht ins parlament ein	die sachsenbissjährige für dieses parlament ein
ch_lu_2472.wav	meine güte roch der arme ranzig aus dem mund	dort hat eine wahnsinnig unseres erachtens gemerkt
ch_sg_2648.wav	geliehen hab ich es nicht gestohlen	ich habe sie ausgehend nicht zu stehen
ch_vs_0046.wav	ich zog mich also vor dem arzt aus	ich kann nicht unseren arzt abgezogen werden
ch_vs_1991.wav	es ist immer teil von machstrukturen	es ist ein teil der machtstrukturen
ch_vs_0693.wav	das geheimrezept wildblumen	das kennenrefept mildplan
ch_vs_0268.wav	also drei grad mehr als heute	also viele einreichungen
ch_gr_1861.wav	lockerschnee weisst eine extrem geringe dichte auf	jürg iseli in richtung
ch_sg_1034.wav	seitdem ist der ort selbstständig	seit el ist der antrag selbstständig
ch_be_2673.wav	aber ich tanze nicht nach deiner pfeife	aber ich denke nach dieser artikel
ch_gr_2389.wav	ja ich glaube jetzt habe ich das verstanden	ich gebe das habe ich das verständnis
ch_ag_1523.wav	allerdings ist sie nicht selbstverständlich	andererseits sind wir pflegestandlich
ch_sg_0924.wav	videoconferencing boomt	hier ist der kanton frei senkung burgd
ch_vs_2693.wav	ich trank noch ein glas	ich finde es klingt begreifend
ch_sg_2675.wav	du tanzt so leicht wie eine feder	die details ist verleicht nicht mehr federn
ch_lu_1780.wav	ich kehre laub immer nur ende herbst	ich weiss es auch immer noch an den herbst
ch_sg_2501.wav	nicky rollte sich auf die seite	ich gehörte zum zeitpunkt
ch_bs_1499.wav	seit zehn jahren ist sie konstant	das ist fehljahr in siegenständen
ch_vs_2494.wav	ich bin nur so gerannt um dich einzuholen	ich bin uns ein gesetz das ist jetzt mehr
ch_vs_2678.wav	ich fürchte dass er euch täuscht	ich verfüchte diesen vorhanden ist
ch_bs_0221.wav	aber er widersprach auch nicht	wo brauchen wir nicht haben sie eine spruche
ch_sg_0063.wav	das auto rast durch die nacht	das automastra gemacht
ch_ag_2207.wav	ich starre in die weiten des ozeans	da werden die regierung eines arzengs gestärkt
ch_sg_1142.wav	sonst ist es dann morgen wieder trocken	sonst ist es demals wieder tachen
ch_gr_1849.wav	drohnen vermessen die schneedicke	treuliche vermissungsmöglichkeiten
ch_gr_1723.wav	er warf die flasche zur seite	ich habe die kisse auf die seite gewerfen
ch_ag_2601.wav	ich wohne in einem kleinen hotel und erhole mich	durch einen flingen hat er an der hallen niv
ch_ag_2629.wav	auf diese weise sparst du jede menge zeit	auf diese weise was sie in ihrem arbeit zurück
ch_lu_0474.wav	wochentags werden eher frühstücksflocken zum frühstück serviert	und eine woche gibt es meistens viel zu margen
ch_lu_2505.wav	dann rülpste er gewaltig und kicherte darüber	die energärzungen sind gerade gerade geracht
ch_zh_3686.wav	wir waren total erstaunt über lena	wir waren vergangene studie dagegen
ch_lu_1838.wav	am abend klar mit wenigen wolken	ein paar worte klären wie ein paar worte
ch_bs_1698.wav	hommes bereitet schon das haus vor	daran möchte ich einfach ausbauen
ch_sg_2261.wav	du malst das ja sehr bunt aus	die gemeinden sind sehr bleibend
ch_zh_2953.wav	die zahl der betroffenen schwankt	die zahl der betroffenen schränkt
ch_zh_2758.wav	doch es kam andersnein	aber es ist anders gekommen
ch_ag_2588.wav	sie war ausgeruht hungrig glücklich	sie ist uns dort wohnung die liegenschaft
ch_lu_1018.wav	diese volksbräuche sind europaweit verbreitet	die volksbesseren ropariker trägen
ch_gr_2207.wav	ich starre in die weiten des ozeans	ist dieser entwicklung des modells
ch_gr_2561.wav	eine alte frau schrie auf	eine alte frau hat aufgestrahlt
ch_ag_1888.wav	am abend nicht ganz wolkenlos	grossrätin ammann ist es nicht ganz weit aus
ch_gr_1864.wav	auf zweitausend metern elf grad	auf dem jahr 2 sind wir den einfragen
ch_sg_1754.wav	unglaublich er zerpflückt dich ja	allrechtlich nimmt jesellend
ch_ag_0228.wav	du hast mir damals alles weg gegessen	das ist medation als antragssteller
ch_sg_1631.wav	die schweiz eine schwimmnation	es wurde ein schilme gesehen
ch_lu_2539.wav	alter freund du schläfst jetzt ein	alter kollege das lässt jetzt ein
ch_zh_3685.wav	der unfall verursachte zwei tote	der haushaltsregilder hat es geschieht
ch_zh_0987.wav	beliebtes ziel ist der stockberg	beliebt zu ziel ist diese stöckbark
ch_vs_2641.wav	du magst ihn und das spürt er	die maxchen und das später
ch_lu_2302.wav	dann drehe sich für ihn die zeit zurück	dann frei sich frei zeit zurück
