id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie bedeuten gefängnis inserses gemeinden
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die jukos vorhin ihnen hätte ich offenglassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	denn und schon ausschuss tagnomen bis am selbst
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	seit vier jahren hat gemunden fetz unserer begarte
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wahlistet es bergressere wohelecke
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	eine sechs sehr herzliche täglichen traut
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein mifwoch ist die wetterlebliche ungeklärt
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	berückt dieser fahrmässiger fast hitter werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	schweizer stimmung sind zu reihen und dachbarker
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochenheit macht die gefehlenden herkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches noch einmal spitzes unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	die erdner gibt es auch planung
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich gehe darin einen entfolgen rechnung
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich streite sevision ungärmig sagen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	das gehe immer wieder viele präminanzsätzungen
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er hat es zu haus im grobeziehungsgiziert
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	die prozess sind ihrer tage dauert
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	das letzt ist man doch knuttieren sehen
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	eltern frend dieser schlechst jetzt hin
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	es hätte nach einer verlängerung der fristbetten
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	die motionärin haben wir erwässern
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben ein bisschen wärmesfeld geregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das werden wir uns ein kindes und man gegen sind
788  ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden auch jetzt ein laub gefährden
920  ch_sg_2499.wav	dafür rieche ich nach schweisse	dafür möchte ich ein wenig das wäre
107  ch_vs_1833.wav	leichter regenschauer und windig	recht abenfalls endlindung
28  ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	aber wäre ein dachtiger fruh eben zu überschieden
556  ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	die jahrexten sämtliche werden zuerstrage erhalten
182  ch_be_2701.wav	er umarmt sie fest	aber nachher gefesst
949  ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	gut den tagnepf ablehrten wolf gesagt
1289  ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im wall es gibt es ein bergreise wollklecken
1298  ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	ich habe es in allgementen dunken plär grau
641  ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen gibt es winiger ressourcen
1066  ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	und aufganzen sind wir gerne eben zurückgelegen
398  ch_gr_2171.wav	highlight der ausstellung sind die sensen	heilleit für den ausstellungs im zentren
734  ch_sg_2528.wav	du schielst tatsächlich ein bisschen	für sehr tätsächlich ein tipfeli
746  ch_sg_2448.wav	er hasste es zu niesen	das kästen zu lösen
559  ch_zh_2014.wav	was bedeutet das konkret	das heisst jetzt konflege
443  ch_zh_1052.wav	der apfel kann vielseitig eingesetzt werden	die opfel kann viel süber eingesetzt werden
392  ch_gr_1493.wav	die kleine kammer setze falsche prioritäten	die kreithemmer setzt die feldsegieritäten
939  ch_sg_2666.wav	stell dir vor ich stürze	das gdpfraktion ist dort
1135  ch_bs_1856.wav	wie hoch ist das schauerrisiko heute	ich hoch ist es sammerweise heute
326  ch_gr_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	sie unterstützen einen kleinen käfer zu sehen
974  ch_ag_1719.wav	sie wendet sich um und blickt hinunter auf die stadt	sie geht sich um und blick auf die städte
717  ch_sg_2717.wav	seine oberfläche war uneben	sind wir auch dafür fehlen ein universität extra
1312  ch_lu_0503.wav	die trikots wurden von gonzo geklaut	die liege sind vom ganzen gefährdet worden
567  ch_zh_3861.wav	der deutsche kaiser war hocherfreut	der dixit käser war es vorhin erfreut gewesen
458  ch_zh_1873.wav	zeitweise hat es dichtere schleierwolken	ein weich hat es dichterische leue erwöhen
1233  ch_lu_0925.wav	im nächsten jahr soll handtracking hinzukommen	ich lässe also hand keinen zukommen
1223  ch_lu_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	aber mitbrauch ist die vergelagien ungeklärt
465  ch_zh_2413.wav	kurz vor weihnachten schneite es leicht	künftsverlieren oft hätte es bisher gesagt
1254  ch_lu_2458.wav	irgendjemand pfuscht mir hier ins handwerk	irgendwetten finde ich es handwerf
338  ch_gr_0171.wav	jetzt hab ich dich du alter sünder	jetzt habe ich winklich auch einen sinner
350  ch_gr_1527.wav	aber alle haben dieselben sorgen	aber auch hintergleichen sargen
379  ch_gr_1687.wav	und jetzt stopft er sich mit fleisch voll	letzten ob dieser sich mit kleines vorne
998  ch_ag_0598.wav	die sechsunddreissig jährige greta gysin zieht ins parlament ein	ich wechselbe richtjährig zu dieses parlamentel
1313  ch_lu_2472.wav	meine güte roch der arme ranzig aus dem mund	dazu hat dieser anwänzen in unserem mull geschnekt
774  ch_sg_2648.wav	geliehen hab ich es nicht gestohlen	herr ausgelehnt nicht gestallen
119  ch_vs_0046.wav	ich zog mich also vor dem arzt aus	ich kann ihnen hiese vor dem arzt abgezogen
153  ch_vs_1991.wav	es ist immer teil von machstrukturen	es ist nicht teilfe machtsdrukturen
79  ch_vs_0693.wav	das geheimrezept wildblumen	das kennere zept weltpläne
53  ch_vs_0268.wav	also drei grad mehr als heute	also dieser meinungen
403  ch_gr_1861.wav	lockerschnee weisst eine extrem geringe dichte auf	jücker schnehmen wir extleingringer richte
