id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begründen ein inswesen gemeinsam
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die rückweisungsvollen ich habe sie offengelassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	der universität bis am selbstverständnis
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	seit vier jahren hat genug eine fetz unsere relegarte
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in welchem gibt es bereits grössere wohenecke
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu 6 stimmen wir verglich das tagliche gedroht
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein meinuch ist die wettbewerb nach ungeklärt
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	berückt dieser vorwärts eines forstritte gewerdet
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	die schweizerstiebung sind zu einem dachbarkeit
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	ein mochenhästischer fehler herkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches problem spitzes unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	er dann gilt hässer blauigen nicht
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	wir sprechen den einen entfuhren auf
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich streite sowieso umgehene zu sagen
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	es geht immer wieder viele präminengesetze
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	hingegen hat es zuhaus im grundbeziehungsdirektor
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	diese prozess hat meiner täge dauert
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	der schleck ist man doch noch tiere gesehen
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	elternfreund dies lässt jetzt ein
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	es handelt sich um eine verlängerung der fristpeter
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	deshalb haben wir noch eine gebasserung
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben ein bisschen während massfeld geregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das waren wir uns ein kindes umgegen
788  ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle ein laub gefährdet
920  ch_sg_2499.wav	dafür rieche ich nach schweisse	schlussendlich ist es nichts mehr
107  ch_vs_1833.wav	leichter regenschauer und windig	die ersten lagenfälle entlindung
28  ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	ich weiss dächtig es noch etwas über die geben sein
556  ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	diese hätte sämtliche zuschläge erhalten
182  ch_be_2701.wav	er umarmt sie fest	danach fest
949  ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	mit der gegnetverpiertenwurf gesagt
1289  ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im wallis gibt es eine greisse willklecke
1298  ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	herzlichen sind auch gemeint dunken
