id	target_txt	prediction
332  ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleiten können ein inserseits gemeinsam
378  ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die jukostfolge ihnen haben sie offengelassen
331  ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	der unesgerausschusstagt bis am semstler
1291  ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	seit vier jahren genug eines rebegartes
279  ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im welchen gibt es bergrössere wohlenecke
1006  ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu 66 merken haben sich auf die begleichen graut
223  ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	am mitwoch ist die wetterlebliche ungeklärt
425  ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	rückt dieser fahrheit eines fast heute werden
1299  ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	schweizer stieben wir sind freien und dachbarkeit
146  ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochenende möchte ich gefährlinge herkbar
1275  ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	zusätzlich noch beim spitzes unterschied
298  ch_gr_0950.wav	die erde gilt als der blaue planet	die argumente arbeitsplanet
979  ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche regierungsrat nachhauf
118  ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich steige eine visum gerne gesagt
435  ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	das sagen immer wieder viele prominierungssätze
396  ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er diszuhaus im grubeziehungsdirektor
383  ch_gr_0980.wav	der prozess dauerte mehrere tage	für die praktische hat ihre tage gedauert
876  ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	das ist ein lexes was man doch notive gesehen würde
211  ch_be_2539.wav	alter freund du schläfst jetzt ein	die belder fremd dieser schlechter zwei kinder
532  ch_zh_3308.wav	es bat um eine verlängerung der frist	das hätte nach einer verlängerung der fristbette
136  ch_vs_1173.wav	am morgen haben wir nebel über basel	wir mügen haben wir noch etwas bepassen
506  ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben ein bisschen wahrscheinlich geregnet
1237  ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	deshalb wenn wir ein kind und mehr gegen sind
