id	target_txt	prediction
ch_gr_1247.wav	sie begleiten die gefängnisinsassen gemeinsam	sie begleiten kennen es insassen gemeinsam
ch_gr_1693.wav	du kommst von oben rein ich habe die tür auf gelassen	die rückweisung von frau marti haben sie erraufen gelassen
ch_gr_1290.wav	der unescoausschuss tagt noch bis zum samstag	der uneschlausschuss gegner besser als ausstellen
ch_lu_0675.wav	seit vier jahren hat mona vetsch einen schrebergarten	die regierung habe ich genug eine separate regeln
ch_be_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	in wählig gibt es eine bergrössere rochenecke
ch_ag_2370.wav	sie arbeitet sehr hart für ihr täglich brot	zu den sekundarktern das ist taglich und frau
ch_be_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	ein mindestwoch ist die wettbewerb nach ungeklart
ch_zh_2956.wav	brugg darf auch einmal zur festhütte werden	brückt eine fahne zu einem feststritten werden
ch_lu_0305.wav	schweizer stil mit schnitzereien am dachbalken	die schildkristierung sind freier und dachbarkeit
ch_vs_1198.wav	am wochenende macht sich der frühling bemerkbar	am wochenende macht sich der fehlingen herkbar
ch_lu_2048.wav	ein zusätzliches problem sind die speziesunterschiede	ein zusätzliches problem sind stets ein unterschied
ch_gr_0950.wav	die erde gilt als der blaue planet	die ergänzungen gilt es der blauplanet
ch_ag_0639.wav	ich bringe dir wein und kuchen mach auf	ich spreche darauf ein entschuldigung
ch_vs_2651.wav	ich streite mich ohnehin ungern mit zwergen	ich streite sowieso unterwähnungsvergangen
ch_zh_3309.wav	es zog auch immer wieder viel prominenz an	das sage ich in den vielen präminenzsätzen
ch_gr_2617.wav	er hat uns das haus in groben zügen skizziert	er diszu habe im groben beziehungsweise erdge
ch_gr_0980.wav	der prozess dauerte mehrere tage	die repräzisierung der ihren täglich gut
ch_sg_1768.wav	du schmeisst mir doch nicht die tür zu oder	der schlechte ist man doch notieren gesehen
ch_be_2539.wav	alter freund du schläfst jetzt ein	die eldefremd ist das lächst jetzt ein
ch_zh_3308.wav	es bat um eine verlängerung der frist	das hätte uns eine verlängerung der freispatten
ch_vs_1173.wav	am morgen haben wir nebel über basel	in einem regierungsrat erinnern wir passend
ch_zh_2412.wav	es regnete leicht auf den warmen asphalt	das haben ein bisschen bewohne in asfert geregelt
ch_lu_0064.wav	das mit den reifen war eine kindische racheaktion	das wären erreichen unser kind ist unergangen
ch_sg_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir werden alle gesehen es lauber gefährdet
ch_sg_2499.wav	dafür rieche ich nach schweisse	dafür ist es wirklich nichts mass
ch_vs_1833.wav	leichter regenschauer und windig	richtig wäre davon und linder
ch_vs_2697.wav	aber das dürfte doch wohl etwas übertrieben sein	aber wer dies dächtig nur eben zu übertrieben finden
ch_zh_3322.wav	diese erhielt schliesslich auch den zuschlag	hier ist es endlich eine zuschlage erhalten
ch_be_2701.wav	er umarmt sie fest	dieser lehnt verfesst
ch_ag_0629.wav	guten tag rotkäppchen sagte der wolf	gut der gegnetfapier hat er einfach gesagt
ch_lu_1219.wav	im wallis gibt es ein paar grössere wolkenlücken	im wallis gibt es ein paar grössere wolken
ch_lu_0488.wav	das gefieder ist allgemein dunkel blaugrau	für uns ist ein allgemeiner auch daran
ch_zh_3096.wav	sie beanspruchen deutlich weniger ressourcen als wir dies tun	sie brauchen gitten weniger jetzt äusserst wir
ch_ag_0606.wav	wie oft haben sie mit ihr schon über die schweiz gesprochen	die aufgangslage ist eben das nutzen gegeben
ch_gr_2171.wav	highlight der ausstellung sind die sensen	eine leid für die ausstellungs und zentzelnen
ch_sg_2528.wav	du schielst tatsächlich ein bisschen	für sie ist tatsächlich ein tipfel linke
ch_sg_2448.wav	er hasste es zu niesen	die kosten müssen das müssen
ch_zh_2014.wav	was bedeutet das konkret	das haben wir dann konkret
ch_zh_1052.wav	der apfel kann vielseitig eingesetzt werden	herzlich kann viele saubere eingesetzt werden
ch_gr_1493.wav	die kleine kammer setze falsche prioritäten	dort haben wir es setzt die fehlzeritäten
ch_sg_2666.wav	stell dir vor ich stürze	die stelle ist die möglichkeit
ch_bs_1856.wav	wie hoch ist das schauerrisiko heute	je hoch ist die zusammenweisung heute
ch_gr_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	so unterstützen sie auch die klimazone
ch_ag_1719.wav	sie wendet sich um und blickt hinunter auf die stadt	sie geht sich um um die bekb auf die stadt
ch_sg_2717.wav	seine oberfläche war uneben	seien wir auch dafür recht in seine universität sehen
ch_lu_0503.wav	die trikots wurden von gonzo geklaut	die regierung wurde vom ganzen gefährde
ch_zh_3861.wav	der deutsche kaiser war hocherfreut	die predizidirektorin waren es auch freude
ch_zh_1873.wav	zeitweise hat es dichtere schleierwolken	teilweise hat es dichtere schnee erwöhnt
ch_lu_0925.wav	im nächsten jahr soll handtracking hinzukommen	wir müssen sie haben keine kinder zu erhalten
ch_lu_1187.wav	ab mittwoch ist die wetterlage noch etwas unklar	aber mehr woche ist die vertragliche und klar
ch_zh_2413.wav	kurz vor weihnachten schneite es leicht	kurz vor welchen nicht tatsächlich schnegg
ch_lu_2458.wav	irgendjemand pfuscht mir hier ins handwerk	irgendwelchen finde ich ein handreif
ch_gr_0171.wav	jetzt hab ich dich du alter sünder	jetzt habe ich wieder gelegen sinder
ch_gr_1527.wav	aber alle haben dieselben sorgen	er werde ihnen die gleiche sorge treiben
ch_gr_1687.wav	und jetzt stopft er sich mit fleisch voll	nun steht er sich mit kreisfreude
ch_ag_0598.wav	die sechsunddreissig jährige greta gysin zieht ins parlament ein	die wachsenden bisherigkeit zur parlamentarie
ch_lu_2472.wav	meine güte roch der arme ranzig aus dem mund	dort hat eine manz habe ich nur geschmerkt
ch_sg_2648.wav	geliehen hab ich es nicht gestohlen	diese haben sie ausgehend nicht gestellt
ch_vs_0046.wav	ich zog mich also vor dem arzt aus	ich kann uns für den arzt abgezogen werden
